FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TYPE,STATUS,POPULATION,COUNTY,COUNTRY,SECURELVL
"10003198",FISHKILL CORRECTIONAL FACILITY,18 STRACK DRIVE,BEACON,NY,"12508","307",STATE,OPEN,"1635",DUTCHESS,USA,MEDIUM
"10003132",FRANKLIN CORRECTIONAL FACILITY,62 BARE HILL RD,MALONE,NY,"12953","10",STATE,OPEN,"1453",FRANKLIN,USA,MEDIUM
"10003122",GOUVERNEUR CORRECTIONAL FACILITY,112 SCOTCH SETTLEMENT RD,GOUVERNEUR,NY,"13642","370",STATE,OPEN,"976",ST. LAWRENCE,USA,MEDIUM
"10003757",ANCHORAGE CORRECTIONAL COMPLEX,1400 EAST 4TH AVENUE,ANCHORAGE,AK,"99501","-999",STATE,OPEN,"832",ANCHORAGE,USA,MAXIMUM
"10003199",DOWNSTATE CORRECTIONAL FACILITY,121 RED SCHOOLHOUSE ROAD,FISHKILL,NY,"12524","445",STATE,OPEN,"1196",DUTCHESS,USA,MAXIMUM
"10003195",EASTERN NY CORRECTIONAL FACILITY,30 INSTITUTION RD,NAPANOCH,NY,"12458","338",STATE,OPEN,"900",ULSTER,USA,MAXIMUM
"10003166",COLLINS CORRECTIONAL FACILITY,"P.O. BOX 490, MIDDLE RD",COLLINS,NY,"14034","490",STATE,OPEN,"1059",ERIE,USA,MEDIUM
"10004116",NORTHERN NH CORRECTIONAL FACILITY,138 EAST MILAN RD,BERLIN,NH,"3570","-999",STATE,OPEN,"641",COOS,USA,CLOSE
"10002176",AVON PARK WORK CAMP,8100 HIGHWAY 64 EAST,AVON PARK,FL,"33825","-999",STATE,OPEN,"496",POLK,USA,NOT AVAILABLE
"10006596",NORTH END TRANSITIONAL HOUSING UNIT / WORK CENTER,1 PERIMETER ROAD,CONCORD,NH,"3302","-999",STATE,OPEN,"45",MERRIMACK,USA,MINIMUM
"10006208",NEW RIVER CORRECTIONAL WORK CAMP,PO BOX 900,RAIFORD,FL,"32083","-999",STATE,OPEN,"421",UNION,USA,NOT AVAILABLE
"10000840",PRADO CONSERVATION CAMP #28,14467 CENTRAL AVENUE,CHINO,CA,"91710","-999",STATE,OPEN,"78",SAN BERNARDINO,USA,MINIMUM
"10002322","CALIFORNIA STATE PRISON, SACRAMENTO (SAC)",100 PRISON ROAD,REPRESA,CA,"95671","-999",STATE,OPEN,"2167",SACRAMENTO,USA,MAXIMUM
"10000492",HARDEE WORK CAMP,6899 STATE RD 62,BOWLING GREEN,FL,"33834","9505",STATE,OPEN,"279",HARDEE,USA,NOT AVAILABLE
"10005267",SALT CREEK CONSERVATION CAMP #7,10655 ROUND VALLEY ROAD,PASKENTA,CA,"96074","-999",STATE,OPEN,"120",TEHAMA,USA,MINIMUM
"10005362",VENTURA CONSERVATION CAMP #46,2800 WRIGHT ROAD,CAMARILLO,CA,"93010","-999",STATE,OPEN,"79",VENTURA,USA,MINIMUM
"10005275",VALLEY VIEW CONSERVATION CAMP #34,3339 COUNTY ROAD 307,ELK CREEK,CA,"95939","-999",STATE,OPEN,"107",GLENN,USA,MINIMUM
"10000811",MIRAMONTE CONSERVATION CAMP #5,49039 ORCHARD DRIVE,MIRAMONTE,CA,"93641","-999",STATE,OPEN,"78",FRESNO,USA,MINIMUM
"10003005",SOUTHERN DESERT CORRECTIONAL CENTER,20825 COLD CREEK RD,INDIAN SPRINGS,NV,"89070","-999",STATE,OPEN,"2150",CLARK,USA,MEDIUM
"10006613",LAKE'S CROSSING CENTER,500 GALLETTI WAY,SPARKS,NV,"89431","-999",STATE,OPEN,"-999",WASHOE,USA,MAXIMUM
"10005319",OWENS VALLEY CONSERVATION CAMP #26,2781 SOUTH ROUND VALLEY ROAD,BISHOP,CA,"93514","-999",STATE,OPEN,"96",INYO,USA,MINIMUM
"10005272",PARLIN FORK CONSERVATION CAMP #6,23000 STATE HIGHWAY 20,FORT BRAGG,CA,"95437","-999",STATE,OPEN,"100",MENDOCINO,USA,MINIMUM
"10006513",FDC SHERIDAN,27072 BALLSTON RD,SHERIDAN,OR,"97378","-999",FEDERAL,OPEN,"26",YAMHILL,USA,MEDIUM
"10000917",CHESAPEAKE DETENTION FACILITY,401 E MADISON ST,BALTIMORE,MD,"21202","-999",STATE,OPEN,"415",BALTIMORE (CITY),USA,MAXIMUM
"10001550",BALTIMORE PRE-RELEASE UNIT,926 GREENMOUNT AVE,BALTIMORE,MD,"21202","-999",STATE,OPEN,"193",BALTIMORE (CITY),USA,MINIMUM
"10000182",CI BIG SPRING,1701 APRON DRIVE,BIG SPRING,TX,"79720","-999",FEDERAL,OPEN,"3424",HOWARD,USA,MEDIUM
"10001776",MAURY CORRECTIONAL INSTITUTION,2568 MOORE ROUSE RD,HOOKERTON,NC,"28538","-999",STATE,OPEN,"1258",GREENE,USA,CLOSE
"10006507",FCI TALLAHASSEE DETENTION CENTER,525 CAPITAL CIR NE,TALLAHASSEE,FL,"32301","-999",FEDERAL,OPEN,"92",LEON,USA,MAXIMUM
"10002897",YOUNG MEDICAL FACILITY COMPLEX,5509 ATTWATER AVE,DICKINSON,TX,"77539","-999",STATE,OPEN,"432",GALVESTON,USA,MAXIMUM
"10001301",FCI SHERIDAN,27072 BALLSTON RD,SHERIDAN,OR,"97378","-999",FEDERAL,OPEN,"1176",YAMHILL,USA,MEDIUM
"10000619",CENTRAL ARIZONA FLORENCE CORRECTIONAL COMPLEX,1155 N PINAL PKWY,FLORENCE,AZ,"85132","-999",MULTI,OPEN,"1278",PINAL,USA,MAXIMUM
"10006505",FCI ENGLEWOOD CAMP,9595 WEST QUINCY AVENUE,LITTLETON,CO,"80123","-999",FEDERAL,OPEN,"159",JEFFERSON,USA,MINIMUM
"10000155",TULIA TRANSFER FACILITY,4000 HWY 86 W,TULIA,TX,"79088","-999",STATE,OPEN,"584",SWISHER,USA,MEDIUM
"10001790",ANSON CI - FEMALE,552 PRISON CAMP RD,POLKTON,NC,"28135","-999",STATE,OPEN,"1000",ANSON,USA,CLOSE
"10006597",CONCORD TRANSITIONAL WORK CENTER,275 NORTH STATE STREET,CONCORD,NH,"3302","-999",STATE,OPEN,"153",MERRIMACK,USA,MINIMUM
"10006389",CALUMET TRANSITIONAL HOUSING UNIT,126 LOWELL STREET,MANCHESTER,NH,"3104","-999",STATE,OPEN,"69",HILLSBOROUGH,USA,MINIMUM
"10003579",CI GREAT PLAINS,700 SUGAR CREEK DRIVE,HINTON,OK,"73047","-999",FEDERAL,OPEN,"1849",CADDO,USA,MEDIUM
"10001737",SHEA FARM TRANSITIONAL HOUSING UNIT,60 IRON WORKS RD,CONCORD,NH,"3302","-999",STATE,OPEN,"49",MERRIMACK,USA,MINIMUM
"10000360",WALTON CORRECTIONAL INSTITUTION,691 INSTITUTION RD,DEFUNIAK SPRINGS,FL,"32433","1831",STATE,OPEN,"1238",WALTON,USA,CLOSE
"10000370",QUINCY ANNEX,2225 PAT THOMAS PKWY,QUINCY,FL,"32351","8645",STATE,OPEN,"385",GADSDEN,USA,CLOSE
"10001240",SPRING CREEK CORRECTIONAL CENTER,3600 BETTE CATO,SEWARD,AK,"99664","-999",STATE,OPEN,"518",KENAI PENINSULA,USA,MAXIMUM
"10002843",TRAVIS COUNTY UNIT,8101 FM 969,AUSTIN,TX,"78724","-999",STATE,OPEN,"1085",TRAVIS,USA,MEDIUM
"10001597",BRUNSWICK WORK CENTER,1147 PLANTERS RD,LAWRENCEVILLE,VA,"23868","-999",STATE,OPEN,"172",BRUNSWICK,USA,MINIMUM
"10003316",HALIFAX CORRECTIONAL UNIT #23,1200 FARM RD,HALIFAX,VA,"24558","-999",STATE,OPEN,"247",HALIFAX,USA,MINIMUM
"10000387",CALHOUN WORK CAMP,19564 SE INSTITUTION DR,BLOUNTSTOWN,FL,"32424","5156",STATE,OPEN,"283",CALHOUN,USA,NOT AVAILABLE
"10005831",JESSUP CORRECTIONAL INSTITUTION,"P O BOX 549, HOUSE OF CORRECTION RD",JESSUP,MD,"20794","-999",STATE,OPEN,"0",ANNE ARUNDEL,USA,MEDIUM
"10001861",LARY A NELSON CENTER (CEDAR RAPIDS WORK RELEASE),1001 29TH AVENUE SOUTHWEST,CEDAR RAPIDS,IA,"52404","-999",STATE,OPEN,"112",LINN,USA,MINIMUM
"10001871",BURLINGTON RESIDENTIAL FACILITY,835 VALLEY STREET,BURLINGTON,IA,"52601","-999",STATE,OPEN,"59",DES MOINES,USA,NOT AVAILABLE
"10001869",OTTUMWA RESIDENTIAL FACILITY,245 OSAGE DR,OTTUMWA,IA,"52501","-999",STATE,OPEN,"73",WAPELLO,USA,NOT AVAILABLE
"10003073",SCI MAHANOY,301 MOREA RD,FRACKVILLE,PA,"17932","-999",STATE,OPEN,"2363",SCHUYLKILL,USA,MEDIUM
"10001863",MARSHALLTOWN RESIDENTIAL CENTER,1401 S 17TH AVE,MARSHALLTOWN,IA,"50158","-999",STATE,OPEN,"52",MARSHALL,USA,NOT AVAILABLE
"10001076",SHELDON RESIDENTIAL FACILITY,720 WESTERN AVE,SHELDON,IA,"51201","-999",STATE,OPEN,"30",SIOUX,USA,NOT AVAILABLE
"10001089",FORT DES MOINES COMMUNITY CORRECTIONS COMPLEX,68 THAYER ST,DES MOINES,IA,"50315","-999",STATE,OPEN,"249",POLK,USA,NOT AVAILABLE
"10001862",GERALD R HINZMAN CENTER (CEDAR RAPIDS RESIDENTIAL),1051 29TH AVENUE SOUTHWEST,CEDAR RAPIDS,IA,"52404","-999",STATE,OPEN,"84",LINN,USA,MINIMUM
"10006331",CROSS CITY EAST UNIT,568 NE 255TH ST,CROSS CITY,FL,"32628","-999",STATE,OPEN,"364",DIXIE,USA,NOT AVAILABLE
"10002991",LOVELOCK CORRECTIONAL CENTER,1200 PRISON RD,LOVELOCK,NV,"89419","-999",STATE,OPEN,"1681",PERSHING,USA,CLOSE
"10002995",WARM SPRINGS CORRECTIONAL CENTER,3301 E 5TH ST,CARSON CITY,NV,"89701","-999",STATE,OPEN,"573",CARSON CITY (CITY),USA,MEDIUM
"10002996",NORTHERN NEVADA CORRECTIONAL CENTER,1721 SNYDER AVE,CARSON CITY,NV,"89701","-999",STATE,OPEN,"1411",CARSON CITY (CITY),USA,MEDIUM
"10003004",HIGH DESERT STATE PRISON,22010 COLD CREEK RD,INDIAN SPRINGS,NV,"89070","-999",STATE,OPEN,"3669",CLARK,USA,MEDIUM
"10003799",ELY STATE PRISON,4569 N STATE ROUTE,ELY,NV,"89301","-999",STATE,OPEN,"1142",WHITE PINE,USA,MAXIMUM
"10000260",NORTHERN NEVADA TRANSITIONAL HOUSING,225 SUNSHINE LANE,RENO,NV,"89502","-999",STATE,OPEN,"104",WASHOE,USA,MINIMUM
"10005258",SUGAR PINE CONSERVATION CAMP #9,15905 SUGAR PINE CAMP ROAD,BELLA VISTA,CA,"96008","-999",STATE,OPEN,"-999",SHASTA,USA,MINIMUM
"10003002",PIOCHE CONSERVATION CAMP,1 HARDTIMES RD,PIOCHE,NV,"89043","-999",STATE,OPEN,"213",LINCOLN,USA,MINIMUM
"10002997",STEWART CONSERVATION CAMP,1721 SNYDER AVE,CARSON CITY,NV,"89702","-999",STATE,OPEN,"357",CARSON CITY (CITY),USA,MINIMUM
"10003006",THREE LAKES VALLEY CONSERVATION & BOOT CAMP,20825 COLD CREEK RD,INDIAN SPRINGS,NV,"89070","-999",STATE,OPEN,"330",CLARK,USA,MINIMUM
"10000261",FLORENCE MCCLURE WOMEN'S CORRECTIONAL CENTER,4370 SMILEY RD,LAS VEGAS,NV,"89115","1808",STATE,OPEN,"991",CLARK,USA,CLOSE
"10006364",PHILADELPHIA CCC #2,407 NORTH 8TH STREET,PHILADELPHIA,PA,"19123","3907",STATE,OPEN,"0",PHILADELPHIA,USA,MINIMUM
"10002987",CARLIN CONSERVATION CAMP,124 SUZIE CREEK RD,CARLIN,NV,"89822","-999",STATE,OPEN,"111",ELKO,USA,MINIMUM
"10002988",HUMBOLDT CONSERVATION CAMP,8105 CONSERVATION RD,WINNEMUCCA,NV,"89446","-999",STATE,OPEN,"122",HUMBOLDT,USA,MINIMUM
"10003012",JEAN CONSERVATION CAMP,3 PRISON RD,JEAN,NV,"89019","-999",STATE,OPEN,"184",CLARK,USA,MINIMUM
"10000386",HAMILTON WORK CAMP,10650 SW 46TH ST,JASPER,FL,"32052","1360",STATE,OPEN,"265",HAMILTON,USA,MINIMUM
"10006217",SWANNANOA CORRECTIONAL CENTER FOR WOMEN,55 LAKE EDEN ROAD,BLACK MOUNTAIN,NC,"28711","-999",STATE,OPEN,"360",BUNCOMBE,USA,MINIMUM
"10001021",TYRRELL PRISON WORK FARM,620 SNELL RD,COLUMBIA,NC,"27925","-999",STATE,OPEN,"639",TYRRELL,USA,MINIMUM
"10000502",DESOTO CORRECTIONAL INSTITUTION,13617 SE HWY 70,ARCADIA,FL,"34266","-999",STATE,OPEN,"0",DESOTO,USA,CLOSE
"10001560",MARYLAND CORRECTIONAL INSTITUTION - JESSUP,"P O BOX 549, HOUSE OF CORRECTION RD",JESSUP,MD,"20794","-999",STATE,OPEN,"997",ANNE ARUNDEL,USA,MEDIUM
"10001793",SCOTLAND CORRECTIONAL INSTITUTION,22385 MCGIRT'S BRIDGE RD,LAURINBURG,NC,"28353","-999",STATE,OPEN,"1615",SCOTLAND,USA,CLOSE
"10006582",SOUTHERN CORRECTIONAL INSTITUTION - MINIMUM CUSTODY UNIT,272 GLEN RD,TROY,NC,"27371","-999",STATE,OPEN,"-999",MONTGOMERY,USA,MINIMUM
"10004008",FCI FORT DIX CAMP,5756 HARTFORD & POINTVILE RD,FORT DIX,NJ,"8640","-999",FEDERAL,OPEN,"270",BURLINGTON,USA,MINIMUM
"10001747",POLK CORRECTIONAL INSTITUTION,1001 VEAZEY RD,BUTNER,NC,"27509","-999",STATE,OPEN,"877",GRANVILLE,USA,CLOSE
"10004213",SAMPSON CORRECTIONAL INSTITUTION,700 NORTHWEST BLVD HWY 421N,CLINTON,NC,"28328","-999",STATE,OPEN,"458",SAMPSON,USA,MEDIUM
"10001777",SANFORD CORRECTIONAL CENTER,417 ADVANCEMENT CENTER RD,SANFORD,NC,"27330","-999",STATE,OPEN,"295",LEE,USA,MINIMUM
"10001548",MARYLAND CORRECTIONAL INSTITUTION - HAGERSTOWN,18601 ROXBURY RD,HAGERSTOWN,MD,"21746","-999",STATE,OPEN,"1913",WASHINGTON,USA,MEDIUM
"10001556",EASTERN PRE-RELEASE UNIT,700 FLAT IRON SQUARE RD,CHURCH HILL,MD,"21623","-999",STATE,OPEN,"180",QUEEN ANNE'S,USA,MINIMUM
"10001553",CENTRAL HOME DETENTION UNIT,2100 GUILFORD AVE,BALTIMORE,MD,"21218","-999",STATE,OPEN,"192",BALTIMORE (CITY),USA,NOT AVAILABLE
"10000919",JESSUP CORRECTIONAL INSTITUTION,"P O BOX 534, HOUSE OF CORRECTION RD",JESSUP,MD,"20794","-999",STATE,OPEN,"1619",ANNE ARUNDEL,USA,MAXIMUM
"10001557",JESSUP PRE-RELEASE UNIT,2000 TOULSON RD,JESSUP,MD,"20794","-999",STATE,OPEN,"0",ANNE ARUNDEL,USA,MINIMUM
"10001151",CROSSROADS CORRECTIONAL CENTER,50 CROSSROADS DR,SHELBY,MT,"59474","-999",MULTI,OPEN,"604",TOOLE,USA,MAXIMUM
"10001567",SOUTHERN MARYLAND PRE-RELEASE UNIT,14320 OAKS RD,CHARLOTTE HALL,MD,"20622","-999",STATE,OPEN,"171",CHARLES,USA,MINIMUM
"10001542",WESTERN CORRECTIONAL INSTITUTION,13800 MCMULLEN HWY SW,CUMBERLAND,MD,"21502","-999",STATE,OPEN,"1606",ALLEGANY,USA,MAXIMUM
"10001231",FAIRBANKS CORRECTIONAL CENTER,1931 EAGAN AVENUE,FAIRBANKS,AK,"99701","-999",STATE,OPEN,"230",FAIRBANKS NORTH STAR,USA,CLOSE
"10002560",SANGER B. POWERS CORRECTIONAL CENTER,N8375 COUNTY LINE RD,ONEIDA,WI,"54155","9300",STATE,OPEN,"119",OUTAGAMIE,USA,MINIMUM
"10001543",NORTH BRANCH CORRECTIONAL INSTITUTION,14100 MCMULLEN HWY SW,CUMBERLAND,MD,"21502","-999",STATE,OPEN,"1252",ALLEGANY,USA,MAXIMUM
"10004153",WILKES CORRECTIONAL CENTER,404 STATESVILLE RD,NORTH WILKESBORO,NC,"28659","-999",STATE,OPEN,"266",WILKES,USA,MINIMUM
"10004040",POPLAR HILL PRE-RELEASE UNIT,24090 NANTICOKE RD,QUANTICO,MD,"21856","-999",STATE,OPEN,"194",WICOMICO,USA,MINIMUM
"10001546",MARYLAND CORRECTIONAL TRAINING CENTER,18800 ROXBURY RD,HAGERSTOWN,MD,"21746","-999",STATE,OPEN,"2436",WASHINGTON,USA,MEDIUM
"10000918","MD RECEPTION, DIAGNOSTIC AND CLASSIFICATION CENTER",550 E MADISON ST,BALTIMORE,MD,"21202","-999",STATE,OPEN,"352",BALTIMORE (CITY),USA,MAXIMUM
"10001745",CI RIVERS,145 PARKER'S FISHERY RD,WINTON,NC,"27986","-999",FEDERAL,OPEN,"1217",HERTFORD,USA,NOT AVAILABLE
"10002600",MILWAUKEE WOMEN'S CORRECTIONAL CENTER,615 W KEEFE AVE,MILWAUKEE,WI,"53212","-999",STATE,OPEN,"106",MILWAUKEE,USA,MINIMUM
"10003761",YUKON KUSKOKWIM CORRECTIONAL CENTER,1000 CHIEF EDDIE HOFFMAN HWY.,BETHEL,AK,"99559","-999",STATE,OPEN,"170",BETHEL,USA,CLOSE
"10001559",MARYLAND CORRECTIONAL INSTITUTION FOR WOMEN,7943 BROCK BRIDGE RD,JESSUP,MD,"20794","-999",STATE,OPEN,"777",ANNE ARUNDEL,USA,MAXIMUM
"10004174",WAKE CORRECTIONAL CENTER,1000 ROCK QUARRY RD,RALEIGH,NC,"27610","-999",STATE,OPEN,"407",WAKE,USA,MINIMUM
"10006201",FCI HAZELTON,1640 SKY VIEW DR.,BRUCETON MILLS,WV,"26525","-999",FEDERAL,OPEN,"1337",PRESTON,USA,MEDIUM
"10004219",MORRISON CORRECTIONAL INSTITUTION,1573 MCDONALD CHURCH RD,HOFFMAN,NC,"28347","-999",STATE,OPEN,"739",RICHMOND,USA,MEDIUM
"10001763",NASH CORRECTIONAL INSTITUTION,2869 US 64 ALT,NASHVILLE,NC,"27856","-999",STATE,OPEN,"652",NASH,USA,MEDIUM
"10001801",NEW HANOVER CORRECTIONAL CENTER,330 DIVISION DR,WILMINGTON,NC,"28402","-999",STATE,OPEN,"387",NEW HANOVER,USA,MINIMUM
"10001552",BALTIMORE CITY CORRECTIONAL CENTER,901 GREENMOUNT AVE,BALTIMORE,MD,"21202","-999",STATE,OPEN,"503",BALTIMORE (CITY),USA,MINIMUM
"10001023",ALEXANDER CORRECTIONAL INSTITUTION,633 OLD LANDFILL RD,TAYLORSVILLE,NC,"28681","-999",STATE,OPEN,"1180",ALEXANDER,USA,CLOSE
"10001759",BERTIE CORRECTIONAL INSTITUTION,218 COOPER HILL RD,WINDSOR,NC,"27983","-999",STATE,OPEN,"1504",BERTIE,USA,CLOSE
"10004216",CARTERET CORRECTIONAL CENTER,1084 ORANGE ST,NEWPORT,NC,"28570","-999",STATE,OPEN,"300",CARTERET,USA,MINIMUM
"10004177",DAVIDSON CORRECTIONAL CENTER,1400 THOMASON ST,LEXINGTON,NC,"27292","-999",STATE,OPEN,"258",DAVIDSON,USA,MINIMUM
"10006148",FCI BUTNER MEDIUM I,OLD N CAROLINA HWY 75,BUTNER,NC,"27509","-999",FEDERAL,OPEN,"662",GRANVILLE,USA,MEDIUM
"10002347",CALIPATRIA STATE PRISON (CAL),7018 BLAIR ROAD,CALIPATRIA,CA,"92233","-999",STATE,OPEN,"3711",IMPERIAL,USA,MAXIMUM
"10001761",FCI BUTNER MEDIUM II,OLD N CAROLINA HWY 75,BUTNER,NC,"27509","-999",FEDERAL,OPEN,"1549",GRANVILLE,USA,MEDIUM
"10001826",LEAVENWORTH DETENTION CENTER,100 HWY TERRACE,LEAVENWORTH,KS,"66048","-999",FEDERAL,OPEN,"1100",LEAVENWORTH,USA,MAXIMUM
"10000879",PUERTA LA CRUZ CONSERVATION CAMP #14,32363 STATE HIGHWAY 79,WARNER SPRINGS,CA,"92086","-999",STATE,OPEN,"120",SAN DIEGO,USA,MINIMUM
"10004922",FCI TERRE HAUTE CAMP,4200 BUREAU RD N,TERRE HAUTE,IN,"47808","-999",FEDERAL,OPEN,"324",VIGO,USA,MINIMUM
"10001636",SOUTHEAST CORRECTIONAL CENTER,300 E PEDRO SIMMONS DR,CHARLESTON,MO,"63834","-999",STATE,OPEN,"1600",MISSISSIPPI,USA,MAXIMUM
"10001614",NORTHEAST CORRECTIONAL CENTER,13698 AIRPORT RD,BOWLING GREEN,MO,"63334","-999",STATE,OPEN,"2072",PIKE,USA,MEDIUM
"10004226",PENDER CORRECTIONAL INSTITUTION,906 PENDERLEA HWY,BURGAW,NC,"28425","-999",STATE,OPEN,"747",PENDER,USA,MEDIUM
"10004183",PIEDMONT CORRECTIONAL INSTITUTION,1245 CAMP RD,SALISBURY,NC,"28147","-999",STATE,OPEN,"961",ROWAN,USA,MEDIUM
"10001569",EASTERN CORRECTIONAL INSTITUTION,30420 REVELLS NECK RD,WESTOVER,MD,"21890","-999",STATE,OPEN,"2604",SOMERSET,USA,MEDIUM
"10001570",EASTERN CORRECTIONAL INSTITUTION - ANNEX,30420 REVELLS NECK RD,WESTOVER,MD,"21890","-999",STATE,OPEN,"597",SOMERSET,USA,MINIMUM
"10003759",WILDWOOD CORRECTIONAL CENTER,10 CHUGACH AVENUE,KENAI,AK,"99611","7098",STATE,OPEN,"275",KENAI PENINSULA,USA,MEDIUM
"10001753",PASQUOTANK C.I. MINIMUM SECURITY UNIT,527 COMMERCE DR,ELIZABETH CITY,NC,"27906","-999",STATE,OPEN,"-999",PASQUOTANK,USA,MINIMUM
"10002364",PATUXENT INSTITUTION,7555 WATERLOO RD,JESSUP,MD,"20794","-999",STATE,OPEN,"915",HOWARD,USA,MAXIMUM
"10006353",DORSEY RUN CORRECTIONAL FACILITY,2020 TOULSON ROAD,JESSUP,MD,"20794","-999",STATE,OPEN,"553",ANNE ARUNDEL,USA,MINIMUM
"10001558",BROCKBRIDGE CORRECTIONAL FACILITY,7930 BROCK BRIDGE RD,JESSUP,MD,"20794","-999",STATE,OPEN,"660",ANNE ARUNDEL,USA,MINIMUM
"10001752",PASQUOTANK CORRECTIONAL INSTITUTION,527 COMMERCE DR,ELIZABETH CITY,NC,"27906","-999",STATE,OPEN,"679",PASQUOTANK,USA,CLOSE
"10000053",WYOMING HONOR CONSERVATION CAMP AND BOOT CAMP,40 PIPPIN RD,NEWCASTLE,WY,"82701","-999",STATE,OPEN,"296",WESTON,USA,CLOSE
"10002359",CENTRAL MARYLAND CORRECTIONAL FACILITY,7301 BUTTERCUP RD,SYKESVILLE,MD,"21784","-999",STATE,OPEN,"497",CARROLL,USA,MINIMUM
"10004173",NORTH CAROLINA CORRECTIONAL INSTITUTION FOR WOMEN,1034 BRAGG ST,RALEIGH,NC,"27610","-999",STATE,OPEN,"1646",WAKE,USA,CLOSE
"10004165",ORANGE CORRECTIONAL CENTER,2110 CLARENCE WALTERS RD,HILLSBOROUGH,NC,"27278","-999",STATE,OPEN,"198",ORANGE,USA,MINIMUM
"10001788",PAMLICO CORRECTIONAL INSTITUTION,601 N THIRD ST,BAYBORO,NC,"28515","-999",STATE,OPEN,"561",PAMLICO,USA,MEDIUM
"10004035",METROPOLITAN TRANSITION CENTER,954 FORREST ST,BALTIMORE,MD,"21202","-999",STATE,OPEN,"202",BALTIMORE (CITY),USA,MINIMUM
"10003607",DAKOTA WOMEN'S CORRECTIONAL AND REHABILITATION CENTER,440 MCKENZIE ST,NEW ENGLAND,ND,"58647","-999",STATE,OPEN,"113",HETTINGER,USA,MINIMUM
"10004595",USP COLEMAN II,846 NORTHEAST 54TH TERRACE,SUMTERVILLE,FL,"33521","-999",FEDERAL,OPEN,"1374",SUMTER,USA,MAXIMUM
"10004647",FDC MIAMI,33 NORTHEAST 4TH STREET,MIAMI,FL,"33132","-999",FEDERAL,OPEN,"1389",MIAMI-DADE,USA,MAXIMUM
"10000605",ASPC-LEWIS,26700 S HWY 85,BUCKEYE,AZ,"85326","-999",STATE,OPEN,"5480",MARICOPA,USA,MAXIMUM
"10001357",SAGINAW CORRECTIONAL FACILITY,9625 PIERCE RD,FREELAND,MI,"48623","-999",STATE,OPEN,"1463",SAGINAW,USA,CLOSE
"10003352",LUCAS COUNTY CORRECTIONAL TREATMENT FACILITY,1100 JEFFERSON AVE,TOLEDO,OH,"43624","-999",STATE,OPEN,"-999",LUCAS,USA,MINIMUM
"10001989",FCI BEAUMONT MEDIUM,5830 KNAUTH ROAD,BEAUMONT,TX,"77705","-999",FEDERAL,OPEN,"1573",JEFFERSON,USA,MEDIUM
"10004594",FCI COLEMAN MEDIUM,846 NORTHEAST 54TH TERRACE,SUMTERVILLE,FL,"33521","-999",FEDERAL,OPEN,"1486",SUMTER,USA,MEDIUM
"10003167",GOWANDA CORRECTIONAL FACILITY,"P O BOX 350, SOUTH RD",GOWANDA,NY,"14070","350",STATE,OPEN,"1490",ERIE,USA,MEDIUM
"10001283",USP BEAUMONT CAMP,6200 KNAUTH ROAD,BEAUMONT,TX,"77705","-999",FEDERAL,OPEN,"595",JEFFERSON,USA,MINIMUM
"10002330",FCI DUBLIN CAMP,5675 8TH STREET,DUBLIN,CA,"94568","-999",FEDERAL,OPEN,"206",ALAMEDA,USA,MINIMUM
"10000273",RICHARD A HANDLON CORRECTIONAL FACILITY,1728 BLUEWATER HWY,IONIA,MI,"48846","-999",STATE,OPEN,"1257",IONIA,USA,MEDIUM
"10001341",NEWBERRY CORRECTIONAL FACILITY,13747 E. COUNTY ROAD 428,NEWBERRY,MI,"49868","-999",STATE,OPEN,"1098",LUCE,USA,MEDIUM
"10001347",OJIBWAY CORRECTIONAL FACILITY,N 5705 OJIBWAY RD,MARENISCO,MI,"49947","9771",STATE,OPEN,"1112",GOGEBIC,USA,MINIMUM
"10006971",SOUTHAMPTON MEMORIAL HOSPITAL PRISON WARD,100 FAIRVIEW DRIVE,FRANKLIN,VA,"23851","-999",STATE,OPEN,"4",FRANKLIN,USA,NOT AVAILABLE
"10001386",PARNALL CORRECTIONAL FACILITY,1780 E PARNALL RD,JACKSON,MI,"49201","-999",STATE,OPEN,"1675",JACKSON,USA,MINIMUM
"10003348",NORTHEAST REINTEGRATION CENTER,2675 E 30TH ST,CLEVELAND,OH,"44115","-999",STATE,OPEN,"554",CUYAHOGA,USA,MINIMUM
"10003389",ALLEN OAKWOOD CORRECTIONAL INSTITUTION,2338 NORTH WEST ST,LIMA,OH,"45801","-999",STATE,OPEN,"1480",ALLEN,USA,MAXIMUM
"10003342",LAKE ERIE CORRECTIONAL INSTITUTION,501 THOMPSON RD,CONNEAUT,OH,"44030","8668",STATE,OPEN,"1766",ASHTABULA,USA,MEDIUM
"10003957",ASPC-KINGMAN,4626 WEST ENGLISH DRIVE,GOLDEN VALLEY,AZ,"86414","-999",STATE,OPEN,"3360",MOHAVE,USA,MEDIUM
"10000628",ASPC-TUCSON,10000 S WILMOT RD,TUCSON,AZ,"85734","-999",STATE,OPEN,"5077",PIMA,USA,CLOSE
"10000595",ASPC-WINSLOW,2100 S HWY 87,WINSLOW,AZ,"86047","-999",STATE,OPEN,"1216",NAVAJO,USA,CLOSE
"10000622",ASPC-YUMA,7125 E CESAR CHAVEZ BLVD,SAN LUIS,AZ,"85349","-999",STATE,OPEN,"4785",YUMA,USA,CLOSE
