,system:index,DateTime,FACILITYID,Hour,NAME,Year,pressure,specific_humidity,temperature,max_heat_index,relative_humidity,heat_index_risk_level,Date,avg_heat_index
61482,A19940627_2100_0000000000000000045b,6/27/1994 21:00,10002716,21,ALLRED PRISON,1994,96926.33,0.0113041,46.54,117.6349889,16.48482922,Danger,6/27/1994,101.25297069956522
61492,A19940627_2100_000000000000000005de,6/27/1994 21:00,10002725,21,CHOICE MOORE TRANSFER FACILITY,1994,98614.01,0.0178169,37.18,108.8920355,42.62420058,Danger,6/27/1994,96.98451457293478
61502,A19940627_2100_00000000000000000466,6/27/1994 21:00,10002726,21,COLE STATE JAIL,1994,98614.01,0.0178169,37.18,108.8920355,42.62420058,Danger,6/27/1994,96.98451457293478
61566,A19940627_2100_000000000000000005dd,6/27/1994 21:00,10002729,21,MONTFORD UNIT - PSYCHIATRIC FACILITY,1994,90141.05,0.0060357,44.32,106.0413983,9.300841667,Danger,6/27/1994,94.39861267934783
61921,A19940629_2100_000000000000000005f3,6/29/1994 21:00,10002731,21,TELFORD PRISON,1994,100159.26,0.020548,34.76,109.0876042,56.65436802,Danger,6/29/1994,96.65590140923914
61887,A19940629_2100_00000000000000000488,6/29/1994 21:00,10002755,21,HUTCHINS STATE JAIL,1994,99635.1,0.0174196,37.79,109.9289767,40.77047518,Danger,6/29/1994,99.94263110565217
61590,A19940627_2100_000000000000000005ef,6/27/1994 21:00,10002758,21,SMITH PRISON,1994,90846.33,0.0065365,44.73,107.244285,9.925284634,Danger,6/27/1994,95.17769341554347
61586,A19940627_2100_0000000000000000051e,6/27/1994 21:00,10002759,21,SAYLE SAFPF,1994,96203.13,0.0122145,43.73,113.5321283,20.39018416,Danger,6/27/1994,99.7261210551087
61850,A19940629_2100_0000000000000000046f,6/29/1994 21:00,10002784,21,EAST TEXAS TREATMENT FACILITY,1994,99761.18,0.0182272,36.19,107.7490397,46.52227781,Danger,6/29/1994,96.40061122967391
61883,A19940629_2100_00000000000000000483,6/29/1994 21:00,10002791,21,HODGE UNIT,1994,99573.02,0.0169116,36.49,106.0086035,42.5187235,Danger,6/29/1994,96.65479141902173
61916,A19940629_2100_000000000000000005ee,6/29/1994 21:00,10002792,21,SKYVIEW PSYCHIATRIC FACILITY,1994,99573.02,0.0169116,36.49,106.0086035,42.5187235,Danger,6/29/1994,96.65479141902173
61538,A19940627_2100_0000000000000000047f,6/27/1994 21:00,10002799,21,HAVINS PRE-RELEASE FACILITY,1994,96027.77,0.0121453,41.4,108.6336741,22.87586075,Danger,6/27/1994,97.89059344934782
61517,A19940627_2100_000000000000000001c6,6/27/1994 21:00,10002800,21,FCI LA TUNA CAMP,1994,87067.77,0.0060689,41.58,101.5953193,10.42618967,Extreme Caution,6/27/1994,93.20805903532609
61389,A19940626_2100_000000000000000001c7,6/26/1994 21:00,10002801,21,FSL LA TUNA (EL PASO),1994,87782.56,0.0062182,41.96,102.3613515,10.55236454,Extreme Caution,6/26/1994,93.94654625826088
61441,A19940626_2100_000000000000000005eb,6/26/1994 21:00,10002802,21,SANCHEZ STATE JAIL,1994,87782.56,0.0062182,41.96,102.3613515,10.55236454,Extreme Caution,6/26/1994,93.94654625826088
58601,A19940608_2100_0000000000000000010a,6/8/1994 21:00,10002817,21,HILLTOP UNIT,1994,97639.78,0.0160984,38.71,109.118053,35.24582,Danger,6/8/1994,99.02727944228262
63094,A19940707_2100_00000000000000000470,7/7/1994 21:00,10002822,21,EASTHAM PRISON AND TRUSTY CAMP,1994,100244.16,0.0178562,36.48,107.901904,45.11455459,Danger,7/7/1994,99.04388588489131
63128,A19940707_2100_00000000000000000482,7/7/1994 21:00,10002827,21,HOBBY PRISON,1994,99329.6,0.0131122,41.42,110.7487729,25.45696605,Danger,7/7/1994,100.92691609641305
63143,A19940707_2100_00000000000000000494,7/7/1994 21:00,10002828,21,MARLIN UNIT,1994,99329.6,0.0131122,41.42,110.7487729,25.45696605,Danger,7/7/1994,100.92691609641305
63124,A19940707_2100_0000000000000000047d,7/7/1994 21:00,10002835,21,HALBERT UNIT,1994,96415.04,0.0119158,40.67,106.8730761,23.43802325,Danger,7/7/1994,97.30770024076087
61432,A19940626_2100_000000000000000005e4,6/26/1994 21:00,10002838,21,PACK PRISON AND TRUSTY CAMP,1994,100482.72,0.0186906,36.0,108.4511102,48.49866727,Danger,6/26/1994,99.25955111815219
63170,A19940707_2100_0000000000000000008b,7/7/1994 21:00,10002843,21,TRAVIS COUNTY UNIT,1994,98571.2,0.0130334,40.99,109.5462568,25.69492474,Danger,7/7/1994,100.0481688101087
61433,A19940626_2100_000000000000000005e5,6/26/1994 21:00,10002844,21,PLANE STATE JAIL,1994,101118.24,0.0214154,33.03,107.0528298,65.51819254,Danger,6/26/1994,97.00591945836958
61399,A19940626_2100_00000000000000000480,6/26/1994 21:00,10002845,21,HENLEY STATE JAIL,1994,101118.24,0.0214154,33.03,107.0528298,65.51819254,Danger,6/26/1994,97.00591945836958
58487,A19940607_2100_000000000000000000fe,6/7/1994 21:00,10002851,21,VAL VERDE CORRECTIONAL FACILITY,1994,96990.67,0.0125361,42.66,111.9954803,22.29418587,Danger,6/7/1994,102.29883319380436
61321,A19940626_1800_00000000000000000478,6/26/1994 18:00,10002857,18,GIST STATE JAIL,1994,101553.09,0.0216691,31.9,104.807961,70.91921233,Danger,6/26/1994,96.01654341967392
61325,A19940626_1800_0000000000000000048f,6/26/1994 18:00,10002858,18,LEBLANC PRE-RELEASE FACILITY,1994,101553.09,0.0216691,31.9,104.807961,70.91921233,Danger,6/26/1994,96.01654341967392
61319,A19940626_1800_000000000000000001c9,6/26/1994 18:00,10002860,18,FCI BEAUMONT LOW,1994,101553.09,0.0216691,31.9,104.807961,70.91921233,Danger,6/26/1994,96.01654341967392
61419,A19940626_2100_00000000000000000492,6/26/1994 21:00,10002862,21,LYCHNER STATE JAIL,1994,101175.84,0.0212574,33.48,107.8881139,63.47408373,Danger,6/26/1994,97.46758256456522
61411,A19940626_2100_00000000000000000603,6/26/1994 21:00,10002869,21,KEGANS STATE JAIL,1994,101215.52,0.021161,33.36,107.4022392,63.6527349,Danger,6/26/1994,97.63123925043479
61381,A19940626_2100_000000000000000001c8,6/26/1994 21:00,10002872,21,FDC HOUSTON,1994,101215.52,0.021161,33.36,107.4022392,63.6527349,Danger,6/26/1994,97.63123925043479
63138,A19940707_2100_00000000000000000491,7/7/1994 21:00,10002876,21,LOCKHART CORRECTIONAL FACILITY,1994,98965.44,0.0136658,40.6,109.7578207,27.57223236,Danger,7/7/1994,99.98489678173912
61407,A19940626_2100_000000000000000004fc,6/26/1994 21:00,10002884,21,JESTER I UNIT,1994,101047.84,0.0207926,34.12,108.4394275,59.89757543,Danger,6/26/1994,98.58461379228261
61335,A19940626_1800_00000000000000000105,6/26/1994 18:00,10002885,18,VANCE UNIT,1994,101242.05,0.0214007,33.28,107.71675,64.64190172,Danger,6/26/1994,98.15552787402173
61324,A19940626_1800_0000000000000000048a,6/26/1994 18:00,10002886,18,JESTER IV (PSYCHIATRIC FACILITY),1994,101242.05,0.0214007,33.28,107.71675,64.64190172,Danger,6/26/1994,98.15552787402173
63091,A19940707_2100_0000000000000000046d,7/7/1994 21:00,10002893,21,DOMINGUEZ STATE PRISON,1994,98431.68,0.0134518,40.43,108.9417153,27.25436497,Danger,7/7/1994,100.38665900228261
61676,A19940628_1800_000000000000000000b5,6/28/1994 18:00,10002897,18,YOUNG MEDICAL FACILITY COMPLEX,1994,101580.64,0.0202791,31.45,100.9279914,68.33997642,Extreme Caution,6/28/1994,94.18131037434782
61446,A19940626_2100_000000000000000005f0,6/26/1994 21:00,10002900,21,STEVENSON PRISON,1994,100423.84,0.0179762,37.45,110.4500292,43.13772938,Danger,6/26/1994,100.16371070630434
61410,A19940626_2100_000000000000000000fd,6/26/1994 21:00,10002904,21,KARNES COUNTY CORRECTIONAL CENTER,1994,100096.16,0.0169874,38.13,110.079582,39.25523295,Danger,6/26/1994,100.74871678913043
61357,A19940626_2100_00000000000000000467,6/26/1994 21:00,10002905,21,CONNALLY PRISON,1994,100106.4,0.0169962,38.18,110.2145349,39.1724727,Danger,6/26/1994,100.52132941130434
61379,A19940626_2100_000000000000000001cc,6/26/1994 21:00,10002913,21,FCI THREE RIVERS,1994,100463.52,0.0165618,38.84,111.0638924,37.00543661,Danger,6/26/1994,102.43811621521739
61380,A19940626_2100_000000000000000001cd,6/26/1994 21:00,10002914,21,FCI THREE RIVERS CAMP,1994,100463.52,0.0165618,38.84,111.0638924,37.00543661,Danger,6/26/1994,102.43811621521739
61391,A19940626_2100_00000000000000000477,6/26/1994 21:00,10002916,21,GARZA WEST TRANSFER FACILITY,1994,100474.4,0.0173866,37.61,109.7316545,41.44286392,Danger,6/26/1994,100.4271529447826
61390,A19940626_2100_00000000000000000476,6/26/1994 21:00,10002917,21,GARZA EAST TRANSFER FACILITY,1994,100474.4,0.0173866,37.61,109.7316545,41.44286392,Danger,6/26/1994,100.4271529447826
58567,A19940608_2100_00000000000000000468,6/8/1994 21:00,10002920,21,COTULLA TRANSFER FACILITY,1994,99007.46,0.0127964,42.04,111.509957,23.98451596,Danger,6/8/1994,102.18812659260868
58593,A19940608_2100_00000000000000000479,6/8/1994 21:00,10002928,21,GLOSSBRENNER PRISON-SAFPF,1994,99453.54,0.0148828,39.57,109.5417232,31.78582923,Danger,6/8/1994,100.35277421119565
58548,A19940608_1900_000000000000000005ed,6/8/1994 19:00,10002940,19,SEGOVIA PRE-RELEASE FACILITY,1994,100648.41,0.0172492,38.60003906,111.8352198,39.04837139,Danger,6/8/1994,102.03737377108696
58547,A19940608_1900_0000000000000000000e,6/8/1994 19:00,10002941,19,LOPEZ STATE JAIL,1994,100648.41,0.0172492,38.60003906,111.8352198,39.04837139,Danger,6/8/1994,102.03737377108696
60804,A19940622_2100_0000000000000000043c,6/22/1994 21:00,10003492,21,NORTHEAST CORRECTIONAL COMPLEX-MAIN,1994,91603.39,0.0159297,26.63003906,82.23893833,64.68070197,Caution,6/22/1994,75.19127480956521
61666,A19940628_1800_00000000000000000447,6/28/1994 18:00,10003496,18,NORTHWEST CORRECTIONAL COMPLEX,1994,100255.2,0.0211043,33.55,107.3183906,62.22272058,Danger,6/28/1994,92.98306213728262
60402,A19940620_1800_0000000000000000043b,6/20/1994 18:00,10003507,18,MORGAN COUNTY CORRECTIONAL COMPLEX,1994,97077.83,0.017611,30.25,92.40858206,61.14458051,Extreme Caution,6/20/1994,83.43289442173914
61772,A19940628_2300_0000000000000000044f,6/28/1994 23:00,10003538,23,SOUTH CENTRAL CORRECTIONAL CENTER,1994,98889.15,0.0224597,31.23,103.2817825,74.21043023,Danger,6/28/1994,89.3512338148913
61761,A19940628_2100_000000000000000002ce,6/28/1994 21:00,10003539,21,WEST TENNESSEE DETENTION FACILITY,1994,99922.75,0.0222093,33.45,109.2280233,65.45132981,Danger,6/28/1994,92.7518512452174
61704,A19940628_2100_000000000000000003ea,6/28/1994 21:00,10003542,21,FCI MEMPHIS CAMP,1994,100097.47,0.0220749,33.31,108.6695622,65.70427189,Danger,6/28/1994,93.137450575
61861,A19940629_2100_00000000000000000505,6/29/1994 21:00,10005113,21,FCI TEXARKANA,1994,100248.22,0.020404,34.56,108.3486288,56.95662234,Danger,6/29/1994,96.63865140630435
61862,A19940629_2100_000000000000000002ba,6/29/1994 21:00,10005114,21,FCI TEXARKANA CAMP,1994,100248.22,0.020404,34.56,108.3486288,56.95662234,Danger,6/29/1994,96.63865140630435
66294,A19940727_2100_00000000000000000485,7/27/1994 21:00,10005130,21,TX DEPARTMENT OF CRIMINAL JUSTICE - HOSPITAL GALVESTON,1994,101203.62,0.0205306,30.0,97.263806,74.84012225,Extreme Caution,7/27/1994,91.66604487076086
63099,A19940707_2100_000000000000000002cd,7/7/1994 21:00,10006238,21,FCI BASTROP CAMP,1994,99087.68,0.0135026,40.82,110.0094493,26.97029004,Danger,7/7/1994,100.50295809510871
61860,A19940629_2100_000000000000000002a4,6/29/1994 21:00,10006298,21,FCI SEAGOVILLE CAMP,1994,99667.74,0.0177408,37.51,109.8816048,42.13923588,Danger,6/29/1994,99.69351570315217
61054,A19940624_2100_000000000000000004fe,6/24/1994 21:00,10006300,21,CHASE FIELD WILDERNESS UNIT,1994,100239.42,0.0178049,37.6,110.4101655,42.3195469,Danger,6/24/1994,100.9536875276087
65197,A19940720_2100_00000000000000000456,7/20/1994 21:00,10006664,21,TROUSDALE TURNER CORRECTIONAL CENTER,1994,99615.02,0.018946,32.12,99.50770317,60.4771332,Extreme Caution,7/20/1994,88.91259519434783
80532,A19950727_2100_00000000000000000469,7/27/1995 21:00,10000151,21,DALHART PRISON,1995,87736.04,0.0054724,40.35,99.24562028,10.12858473,Extreme Caution,7/27/1995,89.29265637619565
80588,A19950727_2100_0000000000000000048c,7/27/1995 21:00,10000152,21,JORDAN PRISON,1995,90168.04,0.0092256,39.71,101.1276708,17.98573932,Extreme Caution,7/27/1995,88.94295189
80525,A19950727_2100_00000000000000000465,7/27/1995 21:00,10000154,21,CLEMENTS PRISON,1995,89057.64,0.0067928,40.59,100.6063837,12.55701197,Extreme Caution,7/27/1995,89.37006101456522
80637,A19950727_2100_000000000000000000b1,7/27/1995 21:00,10000155,21,TULIA TRANSFER FACILITY,1995,89177.96,0.0061216,41.57,101.7319142,10.77585168,Extreme Caution,7/27/1995,89.99851483913044
80620,A19950727_2100_000000000000000005e8,7/27/1995 21:00,10000156,21,ROACH UNIT,1995,94345.96,0.0102752,42.21,107.5360913,18.30508134,Danger,7/27/1995,95.2285537401087
80760,A19950728_2100_00000000000000000159,7/28/1995 21:00,10000157,21,LINDSEY STATE JAIL,1995,97156.98,0.0104944,42.38,108.5529349,19.07056388,Danger,7/28/1995,96.07380930282609
79921,A19950723_2100_0000000000000000025f,7/23/1995 21:00,10000159,21,CI GILES W DALBY,1995,92357.53,0.0115503,39.99,104.3636492,22.58781842,Danger,7/23/1995,93.88971934630435
80622,A19950727_2100_00000000000000000153,7/27/1995 21:00,10000160,21,RUDD TRANSFER FACILITY,1995,89740.52,0.0068184,41.49,102.1937196,12.10770848,Extreme Caution,7/27/1995,91.48900929815217
80752,A19950728_2100_0000000000000000048b,7/28/1995 21:00,10000161,21,JOHNSTON SAFPF,1995,99462.26,0.0164156,38.6,109.9441466,36.79996617,Danger,7/28/1995,97.30559387369566
80728,A19950728_2100_000000000000000002d3,7/28/1995 21:00,10000163,21,FMC FORT WORTH,1995,98915.7,0.0126728,41.66,110.4973301,24.21913178,Danger,7/28/1995,98.26176651815219
80726,A19950728_2100_0000000000000000018d,7/28/1995 21:00,10000165,21,FMC CARSWELL,1995,98911.86,0.0124076,42.0,110.8093073,23.30523312,Danger,7/28/1995,98.35902768130435
80718,A19950728_2100_00000000000000000300,7/28/1995 21:00,10000172,21,FCI SEAGOVILLE,1995,99729.14,0.0140904,40.9,111.270116,28.16468319,Danger,7/28/1995,99.21174982195653
80001,A19950723_2100_0000000000000000046a,7/23/1995 21:00,10000174,21,PRICE DANIEL UNIT,1995,92646.17,0.0123603,39.36,104.0733749,25.02874004,Danger,7/23/1995,93.06623160304348
80947,A19950729_2100_000000000000000005e9,7/29/1995 21:00,10000175,21,ROBERTSON PRISON,1995,95387.33,0.0132646,40.22003906,107.5811435,26.34965779,Danger,7/29/1995,95.3434749151087
80941,A19950729_2100_00000000000000000496,7/29/1995 21:00,10000176,21,MIDDLETON TRANSFER FACILITY,1995,94947.01,0.013247,39.55003906,106.0321507,27.15060346,Danger,7/29/1995,94.12813134304349
80711,A19950728_2100_000000000000000005f2,7/28/1995 21:00,10000178,21,ESTES PRISON,1995,98956.02,0.0134908,40.66,109.6145816,27.14172969,Danger,7/28/1995,97.76519738173914
80020,A19950723_2100_00000000000000000155,7/23/1995 21:00,10000180,21,WALLACE UNIT,1995,93390.49,0.0124027,40.1,105.7987441,24.32976427,Danger,7/23/1995,94.41319561826086
79919,A19950723_2100_000000000000000000ba,7/23/1995 21:00,10000182,21,CI BIG SPRING,1995,92229.53,0.0113035,40.05,104.1805572,22.01759888,Danger,7/23/1995,93.53921770423914
80681,A19950728_2100_000000000000000002e1,7/28/1995 21:00,10000183,21,BILLY MOORE CORRECTIONAL CENTER,1995,99825.14,0.0164704,37.99,108.7501304,38.29608854,Danger,7/28/1995,97.62329559043478
80737,A19950728_2100_0000000000000000047c,7/28/1995 21:00,10000184,21,GURNEY TRANSFER FACILITY,1995,100173.94,0.0146304,39.9,110.0469796,30.94121076,Danger,7/28/1995,98.80498102836955
80779,A19950728_2100_000000000000000005e6,7/28/1995 21:00,10000185,21,POWLEDGE PRISON,1995,100435.06,0.014338,40.28,110.475571,29.81265752,Danger,7/28/1995,99.32094164478262
80767,A19950728_2100_0000000000000000000f,7/28/1995 21:00,10000186,21,MICHAEL STATE PRISON,1995,100409.46,0.0140168,40.95,111.4220065,28.13907725,Danger,7/28/1995,99.55663482163042
80697,A19950728_2100_0000000000000000000d,7/28/1995 21:00,10000187,21,COFFIELD UNIT,1995,100409.46,0.0140168,40.95,111.4220065,28.13907725,Danger,7/28/1995,99.55663482163042
80683,A19950728_2100_0000000000000000045d,7/28/1995 21:00,10000190,21,BOYD CORRECTIONAL UNIT,1995,99724.66,0.013452,40.87,110.178914,26.97361471,Danger,7/28/1995,98.3149462551087
80546,A19950727_2100_00000000000000000294,7/27/1995 21:00,10000191,21,FCI LA TUNA,1995,87043.56,0.0049244,40.03,98.40166395,9.211199656,Extreme Caution,7/27/1995,90.04466587119566
80522,A19950727_2100_00000000000000000179,7/27/1995 21:00,10000192,21,CI REEVES COUNTY I & II,1995,91847.4,0.0061648,43.46,104.9556339,10.11921637,Danger,7/27/1995,96.73100252402173
80523,A19950727_2100_000000000000000003b7,7/27/1995 21:00,10000193,21,CI REEVES COUNTY III,1995,91847.4,0.0061648,43.46,104.9556339,10.11921637,Danger,7/27/1995,96.73100252402173
80770,A19950728_2100_000000000000000005df,7/28/1995 21:00,10000194,21,MOUNTAIN VIEW PRISON,1995,98171.38,0.0117896,41.22,108.1442349,22.93973845,Danger,7/28/1995,96.63285368380436
80805,A19950728_2100_0000000000000000014f,7/28/1995 21:00,10000195,21,WOODMAN STATE JAIL,1995,98171.38,0.0117896,41.22,108.1442349,22.93973845,Danger,7/28/1995,96.63285368380436
80746,A19950728_2100_00000000000000000486,7/28/1995 21:00,10000196,21,HUGHES PRISON,1995,98171.38,0.0117896,41.22,108.1442349,22.93973845,Danger,7/28/1995,96.63285368380436
80387,A19950726_2100_0000000000000000046c,7/26/1995 21:00,10000197,21,DIBOLL CORRECTIONAL CENTER,1995,100728.27,0.0189384,36.24,109.5943115,48.58621835,Danger,7/26/1995,98.54990781184783
80389,A19950726_2100_0000000000000000046e,7/26/1995 21:00,10000198,21,DUNCAN GERIATRIC FACILITY,1995,100728.27,0.0189384,36.24,109.5943115,48.58621835,Danger,7/26/1995,98.54990781184783
80005,A19950723_2100_000000000000000005ea,7/23/1995 21:00,10000199,21,SAN SABA TRANSFER FACILITY,1995,96377.37,0.0122611,40.46,106.8931003,24.35765931,Danger,7/23/1995,95.88584033239131
79956,A19950723_2100_00000000000000000475,7/23/1995 21:00,10000200,21,FORT STOCKTON TRANSFER FACILITY,1995,91103.77,0.0084255,40.7,102.3209756,15.77402224,Extreme Caution,7/23/1995,94.08909867684781
79984,A19950723_2100_00000000000000000493,7/23/1995 21:00,10000203,21,LYNAUGH PRISON,1995,90064.41,0.0078859,39.95,100.4061651,15.21211889,Extreme Caution,7/23/1995,92.75952831945652
80421,A19950726_2100_0000000000000000047a,7/26/1995 21:00,10000204,21,GOODMAN TRANSFER FACILITY,1995,100380.75,0.0197696,34.7,107.4613218,54.91680411,Danger,7/26/1995,97.01689281923913
80464,A19950726_2100_00000000000000000010,7/26/1995 21:00,10000205,21,POLUNSKY PRISON,1995,100981.07,0.0193196,35.88,109.6060757,50.63407406,Danger,7/26/1995,98.49158268641304
80409,A19950726_2100_00000000000000000473,7/26/1995 21:00,10000206,21,FERGUSON PRISON,1995,100662.99,0.0169316,37.95,109.7438591,39.73927975,Danger,7/26/1995,99.08661705065217
80442,A19950726_2100_00000000000000000490,7/26/1995 21:00,10000208,21,LEWIS PRISON,1995,100346.83,0.0197288,34.97,108.0088532,53.97592284,Danger,7/26/1995,96.98569171586956
80431,A19950726_2100_00000000000000000484,7/26/1995 21:00,10000209,21,HOLLIDAY TRANSFER FACILITY,1995,100069.71,0.0170636,37.15,107.9464277,41.57053597,Danger,7/26/1995,97.2871487723913
80433,A19950726_2100_00000000000000000487,7/26/1995 21:00,10000210,21,HUNTSVILLE PRISON,1995,100069.71,0.0170636,37.15,107.9464277,41.57053597,Danger,7/26/1995,97.2871487723913
80494,A19950726_2100_00000000000000000154,7/26/1995 21:00,10000211,21,WYNNE PRISON,1995,100069.71,0.0170636,37.15,107.9464277,41.57053597,Danger,7/26/1995,97.2871487723913
80392,A19950726_2100_00000000000000000471,7/26/1995 21:00,10000212,21,ELLIS PRISON,1995,100682.83,0.0176824,37.33,109.7044793,42.85247087,Danger,7/26/1995,98.90695044043478
80422,A19950726_2100_0000000000000000047b,7/26/1995 21:00,10000213,21,GOREE PRISON AND TRUSTY CAMP,1995,100069.71,0.0170636,37.15,107.9464277,41.57053597,Danger,7/26/1995,97.2871487723913
80393,A19950726_2100_00000000000000000472,7/26/1995 21:00,10000215,21,ESTELLE PRISON,1995,100682.83,0.0176824,37.33,109.7044793,42.85247087,Danger,7/26/1995,98.90695044043478
80425,A19950726_2100_0000000000000000047e,7/26/1995 21:00,10000216,21,HAMILTON PRISON (PRE-RELEASE FACILITY),1995,100101.71,0.0133912,41.11,110.6868659,26.61600093,Danger,7/26/1995,99.13732391945652
80792,A19950728_2100_00000000000000000104,7/28/1995 21:00,10000219,21,T DON HUTTO RESIDENTIAL CENTER,1995,99150.58,0.0112504,41.92,108.9875171,21.33458175,Danger,7/28/1995,98.45769431956522
80447,A19950726_2100_000000000000000004fd,7/26/1995 21:00,10000220,21,LUTHER PRISON AND TRUSTY CAMP,1995,100530.51,0.0153284,39.2,109.7370411,33.7184315,Danger,7/26/1995,98.72878618315217
80200,A19950725_1800_00000000000000000481,7/25/1995 18:00,10000224,18,L.V. HIGHTOWER UNIT,1995,101302.59,0.0210903,33.52,107.6954768,62.93888928,Danger,7/25/1995,97.88682818065217
80187,A19950725_1800_000000000000000004ff,7/25/1995 18:00,10000225,18,CLEVELAND CORRECTIONAL CENTER,1995,101052.99,0.0207415,34.22,108.5796607,59.42877202,Danger,7/25/1995,98.03844385173913
80250,A19950725_2100_000000000000000002fc,7/25/1995 21:00,10000226,21,FCI BASTROP,1995,99550.73,0.0134995,40.67003906,109.7802143,27.30726332,Danger,7/25/1995,99.05841859782609
80289,A19950725_2100_0000000000000000048e,7/25/1995 21:00,10000228,21,KYLE CORRECTIONAL CENTER,1995,98947.21,0.0133207,40.22003906,108.3970318,27.4447528,Danger,7/25/1995,98.30036868815216
80790,A19950728_2100_000000000000000005f1,7/28/1995 21:00,10000229,21,STILES UNIT,1995,101363.7,0.019518,34.82,107.6462781,54.41931005,Danger,7/28/1995,97.6926341402174
80197,A19950725_1800_00000000000000000489,7/25/1995 18:00,10000234,18,JESTER III UNIT / TRUSTY CAMP,1995,101282.11,0.0200207,34.85,108.7079451,55.6138631,Danger,7/25/1995,98.2430412251087
72837,A19950607_2100_00000000000000000152,6/7/1995 21:00,10000237,21,TORRES PRISON,1995,97358.09,0.0169763,37.35,107.4032888,39.8094462,Danger,6/7/1995,98.50590638510869
72815,A19950607_2100_000000000000000005e3,6/7/1995 21:00,10000238,21,NEY STATE JAIL,1995,97358.09,0.0169763,37.35,107.4032888,39.8094462,Danger,6/7/1995,98.50590638510869
80185,A19950725_1800_00000000000000000602,7/25/1995 18:00,10000241,18,C T TERRELL PRISON,1995,101401.79,0.0206607,33.82,107.5864171,60.75456528,Danger,7/25/1995,97.61799963728262
80207,A19950725_1800_000000000000000005e7,7/25/1995 18:00,10000242,18,RAMSEY PRISON,1995,101401.79,0.0206607,33.82,107.5864171,60.75456528,Danger,7/25/1995,97.61799963728262
84435,A19950821_2100_00000000000000000464,8/21/1995 21:00,10000243,21,CLEMENS PRISON,1995,101452.33,0.0209071,31.95,103.3783089,68.29250037,Danger,8/21/1995,94.09895857032609
80211,A19950725_1800_00000000000000000151,7/25/1995 18:00,10000244,18,STRINGFELLOW PRISON,1995,101401.79,0.0206607,33.82,107.5864171,60.75456528,Danger,7/25/1995,97.61799963728262
84515,A19950821_2100_000000000000000005ec,8/21/1995 21:00,10000245,21,SCOTT PRISON,1995,101442.73,0.0199427,32.96,104.0418752,61.67408234,Danger,8/21/1995,95.34242852586956
80188,A19950725_1800_0000000000000000046b,7/25/1995 18:00,10000246,18,DARRINGTON UNIT,1995,101336.51,0.0203395,34.44,108.4028482,57.78644439,Danger,7/25/1995,98.0898288595652
72743,A19950607_2100_00000000000000000461,6/7/1995 21:00,10000247,21,BRISCOE PRISON,1995,98441.61,0.0162523,39.28,110.9124664,34.77710926,Danger,6/7/1995,100.79665460217392
80298,A19950725_2100_00000000000000000495,7/25/1995 21:00,10000248,21,MCCONNELL PRISON,1995,100592.65,0.0154823,39.11003906,109.8136755,34.23011837,Danger,7/25/1995,100.51942181097826
77161,A19950705_1800_00000000000000000108,7/5/1995 18:00,10000252,18,WILLACY COUNTY STATE JAIL,1995,101098.43,0.0187692,35.86,108.5097624,49.3704499,Danger,7/5/1995,100.03486177695652
84068,A19950818_2100_00000000000000000440,8/18/1995 21:00,10001014,21,TURNEY CENTER INDUSTRIAL COMPLEX,1995,99230.51,0.0202339,35.07,108.7871048,54.37143111,Danger,8/18/1995,92.61519097565218
84069,A19950818_2100_0000000000000000045a,8/18/1995 21:00,10001015,21,TURNEY CENTER INDUSTRIAL COMPLEX - ANNEX,1995,99054.51,0.0197615,35.23,108.1588759,52.60201966,Danger,8/18/1995,92.33759952423912
80771,A19950728_2100_000000000000000005e1,7/28/1995 21:00,10001274,21,MURRAY PRISON,1995,98171.38,0.0117896,41.22,108.1442349,22.93973845,Danger,7/28/1995,96.63285368380436
80701,A19950728_2100_000000000000000005e0,7/28/1995 21:00,10001275,21,CRAIN UNIT,1995,98171.38,0.0117896,41.22,108.1442349,22.93973845,Danger,7/28/1995,96.63285368380436
80415,A19950726_2100_0000000000000000017d,7/26/1995 21:00,10001279,21,FPC BRYAN,1995,100092.11,0.0137932,40.76,110.5652436,27.89852194,Danger,7/26/1995,98.80048945293478
80799,A19950728_2100_00000000000000000315,7/28/1995 21:00,10001283,21,USP BEAUMONT CAMP,1995,101363.7,0.019518,34.82,107.6462781,54.41931005,Danger,7/28/1995,97.6926341402174
83438,A19950814_2100_0000000000000000043d,8/14/1995 21:00,10001703,21,NORTHEAST CORRECTIONAL COMPLEX - ANNEX,1995,90250.67,0.0189189,28.33,87.84625051,68.00621283,Caution,8/14/1995,74.37136066945652
84063,A19950818_2100_0000000000000000043f,8/18/1995 21:00,10001705,21,TENNESSEE PRISON FOR WOMEN,1995,99504.43,0.0197859,35.14,108.1785009,53.16711942,Danger,8/18/1995,93.14265915271739
84096,A19950819_0000_000000000000000003b8,8/19/1995 0:00,10001708,0,LOIS M DEBERRY SPECIAL NEEDS FACILITY,1995,99399.43,0.0225313,32.87,108.1448248,68.18499341,Danger,8/19/1995,92.9684802875
84101,A19950819_0000_0000000000000000043e,8/19/1995 0:00,10001709,0,RIVERBEND MAXIMUM SECURITY INSTITUTION,1995,99399.43,0.0225313,32.87,108.1448248,68.18499341,Danger,8/19/1995,92.9684802875
