FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TYPE,STATUS,POPULATION,COUNTY,COUNTRY
"10000240",EVER CHANGE ACADEMY,805 MCHAUGHTEN,HONDO,TX,"78861","-999",COUNTY,CLOSED,"0",MEDINA,USA
"10004185",PITT REGIONAL JUVENILE DETENTION CENTER,451 BELVOIR RD,GREENVILLE,NC,"27834","-999",STATE,OPEN,"-999",PITT,USA
"10001151",CROSSROADS CORRECTIONAL CENTER,50 CROSSROADS DR,SHELBY,MT,"59474","-999",MULTI,OPEN,"604",TOOLE,USA
"10000250",DUVAL COUNTY JAIL,401 E COLLINS AVE,SAN DIEGO,TX,"78384","-999",COUNTY,OPEN,"29",DUVAL,USA
"10000217",R. J. HOLMGREEN JUVENILE JUSTICE CENTER,1904 W STATE HWY 21,BRYAN,TX,"77803","-999",COUNTY,OPEN,"-999",BRAZOS,USA
"10000251",EVINS REGIONAL JUVENILE DETENTION CENTER,3801 E MONTE CRISTO RD,EDINBURG,TX,"78541","-999",STATE,OPEN,"136",HIDALGO,USA
"10001768",WAKE REGIONAL JUVENILE DETENTION CENTER,700 BEACON LAKE DR,RALEIGH,NC,"27610","-999",STATE,OPEN,"-999",WAKE,USA
"10002367",ALFRED D NOYES CHILDREN'S CENTER,9925 BLACKWELL RD,ROCKVILLE,MD,"20850","-999",STATE,OPEN,"28",MONTGOMERY,USA
"10006216",CHATHAM YOUTH DEVELOPMENT CENTER,560 PROGRESS BLVD.,SILER CITY,NC,"27344","-999",STATE,OPEN,"61",CHATHAM,USA
"10001567",SOUTHERN MARYLAND PRE-RELEASE UNIT,14320 OAKS RD,CHARLOTTE HALL,MD,"20622","-999",STATE,OPEN,"171",CHARLES,USA
"10001542",WESTERN CORRECTIONAL INSTITUTION,13800 MCMULLEN HWY SW,CUMBERLAND,MD,"21502","-999",STATE,OPEN,"1606",ALLEGANY,USA
"10000239",MEDINA COUNTY JAIL,801 AVENUE Y,HONDO,TX,"78861","-999",COUNTY,OPEN,"70",MEDINA,USA
"10000484",HILLSBOROUGH CORRECTIONAL INSTITUTION,11150 HWY 672,RIVERVIEW,FL,"33569","-999",STATE,CLOSED,"0",HILLSBOROUGH,USA
"10005493",BRYAN COUNTY JUVENILE DETENTION CENTER,420 W EVERGREEN ST,DURANT,OK,"74701","-999",COUNTY,CLOSED,"-999",BRYAN,USA
"10004979",ROBERTS COUNTY JAIL / JUVENILE DETENTION CENTER,11924 BIA HWY 700,SISSETON,SD,"57262","-999",COUNTY,OPEN,"-999",ROBERTS,USA
"10002361",BALTIMORE CITY JUVENILE JUSTICE CENTER,300 N GAY ST,BALTIMORE,MD,"21202","-999",STATE,OPEN,"99",BALTIMORE (CITY),USA
"10004740",BACKBONE MOUNTAIN YOUTH CENTER,124 CAMP 4 ROAD,SWANTON,MD,"21561","-999",STATE,OPEN,"25",GARRETT,USA
"10004027","CHARLES H HICKEY, JR. SCHOOL",9700 OLD HARFORD ROAD,PARKVILLE,MD,"21234","-999",STATE,OPEN,"58",BALTIMORE,USA
"10001566",CHELTENHAM YOUTH DETENTION CENTER,11003 FRANK TIPPETT RD,CHELTENHAM,MD,"20623","-999",STATE,OPEN,"42",PRINCE GEORGE'S,USA
"10003495",CAMPBELL COUNTY JAIL,195 KENTUCKY ST,JACKSBORO,TN,"37757","-999",COUNTY,OPEN,"291",CAMPBELL,USA
"10001564",THOMAS J. S. WAXTER CHILDREN'S CENTER,375 RED CLAY RD,LAUREL,MD,"20724","-999",STATE,OPEN,"19",ANNE ARUNDEL,USA
"10006584",LENOIR YOUTH DEVELOPMENT CENTER,3055 DOBBS FARM ROAD,KINSTON,NC,"28504","-999",STATE,OPEN,"54",LENOIR,USA
"10001231",FAIRBANKS CORRECTIONAL CENTER,1931 EAGAN AVENUE,FAIRBANKS,AK,"99701","-999",STATE,OPEN,"230",FAIRBANKS NORTH STAR,USA
"10000349",ESCAMBIA OUTWARD BOUND,430 TEDDER RD,CENTURY,FL,"32535","-999",STATE,CLOSED,"0",ESCAMBIA,USA
"10000468",DETENTION WEST FACILITY,8700 CITIZEN DR,NEW PORT RICHEY,FL,"34654","-999",COUNTY,CLOSED,"0",PASCO,USA
"10000951",OUACHITA PARISH CORRECTIONAL CENTER,4801 US HWY 165 BY-PASS S,MONROE,LA,"71202","-999",COUNTY,OPEN,"888",OUACHITA,USA
"10000533",HOLLYWOOD WORK RELEASE CENTER,8501 W CYPRESS DR,PEMBROKE PINES,FL,"33025","4542",STATE,OPEN,"156",BROWARD,USA
"10000519",ATLANTIC COMMUNITY RELEASE CENTER,263 FAIRGROUNDS RD,WEST PALM BEACH,FL,"33411","3639",STATE,OPEN,"44",PALM BEACH,USA
"10001995",CENTRAL TEXAS DETENTION FACILITY,218 S LAREDO ST,SAN ANTONIO,TX,"78207","-999",MULTI,OPEN,"510",BEXAR,USA
"10002904",KARNES COUNTY CORRECTIONAL CENTER,810 COMMERCE ST,KARNES CITY,TX,"78118","-999",MULTI,OPEN,"-999",KARNES,USA
"10002851",VAL VERDE CORRECTIONAL FACILITY,253 FM 2523 HAMILTON LANE,DEL RIO,TX,"78840","-999",MULTI,OPEN,"116",VAL VERDE,USA
"10006301",JOE CORLEY DETENTION FACILITY,500 HILBIG STREET,CONROE,TX,"77301","-999",MULTI,OPEN,"-999",MONTGOMERY,USA
"10006885",MASON COUNTY JUVENILE DETENTION CENTER,317 NORTH 5TH STREET,SHELTON,WA,"98584","-999",COUNTY,OPEN,"-999",MASON,USA
"10004029",J DEWEESE CARTER CENTER,300 SCHEELER RD,CHESTERTOWN,MD,"21620","-999",STATE,OPEN,"11",KENT,USA
"10004166",DURHAM COUNTY YOUTH HOME,2432 BROAD ST,DURHAM,NC,"27704","-999",COUNTY,OPEN,"-999",DURHAM,USA
"10006314",COASTAL BEND DETENTION CENTER,4909 FM 2826,ROBSTOWN,TX,"78380","-999",FEDERAL,OPEN,"-999",NUECES,USA
"10004741",MEADOW MOUNTAIN YOUTH CENTER,234 RECOVERY ROAD,GRANTSVILLE,MD,"21535","-999",STATE,OPEN,"22",GARRETT,USA
"10004208",DOBBS YOUTH DEVELOPMENT CENTER,3060 DOBBS FARM RD,KINSTON,NC,"28504","-999",STATE,CLOSED,"0",LENOIR,USA
"10004742",SAVAGE MOUNTAIN YOUTH CENTER,164 FREEDOM LANE,LONACONING,MD,"21539","-999",STATE,OPEN,"10",GARRETT,USA
"10006310",ADELANTO ICE PROCESSING CENTER,10400 RANCHO ROAD,ADELANTO,CA,"92301","-999",FEDERAL,OPEN,"1654",SAN BERNARDINO,USA
"10006315",EAST HIDALGO DETENTION CENTER,1300 HIGHWAY 107,LAVILLA,TX,"78562","-999",FEDERAL,OPEN,"14",HIDALGO,USA
"10006372",CEC - COLEMAN HALL,3950 D STREET,PHILADELPHIA,PA,"19124","4202",STATE,CLOSED,"0",PHILADELPHIA,USA
"10002499",PACIFIC COUNTY JAIL / SHERIFF,300 MEMORIAL DR,SOUTH BEND,WA,"98586","-999",COUNTY,OPEN,"40",PACIFIC,USA
"10006585",EDGECOMBE YOUTH DEVELOPMENT CENTER,78 POSITIVE WAY,ROCKY MOUNT,NC,"27801","-999",STATE,OPEN,"67",EDGECOMBE,USA
"10004204",STONEWALL JACKSON YOUTH DEVELOPMENT CENTER,850 HOLSHOUSER ROAD,CONCORD,NC,"28027","-999",STATE,OPEN,"227",CABARRUS,USA
"10004028",VICTOR CULLEN CENTER,6000 CULLEN DR,SABILLASVILLE,MD,"21780","-999",STATE,OPEN,"28",FREDERICK,USA
"10006348",BURKE CRV CENTER,5161 WESTERN AVE,MORGANTON,NC,"28655","-999",STATE,OPEN,"155",BURKE,USA
"10000060",NORTH CENTRAL UNIT,10 PRISON CIRCLE,CALICO ROCK,AR,"72519","-999",STATE,OPEN,"811",IZARD,USA
"10004209",GASTON REG JUVENILE DETENTION CENTER,135 CAMP SERTOMA RD,DALLAS,NC,"28034","-999",STATE,CLOSED,"0",GASTON,USA
"10005832",NEW BEGINNINGS YOUTH DEVELOPMENT CENTER,8400 RIVER ROAD,LAUREL,MD,"20724","-999",STATE,OPEN,"-999",ANNE ARUNDEL,USA
"10004181",MARION MINIMUM SECURITY UNIT,4019 STATE HWY 226 S,MARION,NC,"28752","-999",STATE,OPEN,"-999",MCDOWELL,USA
"10001751",CALEDONIA CORRECTIONAL INSTITUTION - MINIMUM,"1984 CALEDONIA DR, STATE RD 1141",TILLERY,NC,"27882","-999",STATE,OPEN,"-999",HALIFAX,USA
"10000162",MINERAL WELLS PRE-PAROLE TRANSFER FACILITY,759 HEINTZELMAN RD,MINERAL WELLS,TX,"76067","-999",STATE,CLOSED,"0",PARKER,USA
"10001555",VOLUNTEERS OF AMERICA-CHESAPEAKE RESIDENTIAL RE-ENTRY CENTER,5000 EAST MONUMENT ST,BALTIMORE,MD,"21205","-999",STATE,OPEN,"-999",BALTIMORE (CITY),USA
"10004033",BALTIMORE CITY DETENTION CENTER,401 E EAGER ST,BALTIMORE,MD,"21202","-999",STATE,CLOSED,"0",BALTIMORE (CITY),USA
"10000219",T DON HUTTO RESIDENTIAL CENTER,1001 WELCH ST,TAYLOR,TX,"76574","-999",FEDERAL,OPEN,"461",WILLIAMSON,USA
"10001773",BLACK MOUNTAIN CORRECTIONAL CENTER FOR WOMEN,1449 N FORK RD,BLACK MOUNTAIN,NC,"28711","-999",STATE,CLOSED,"0",BUNCOMBE,USA
"10001795",BLADEN CORRECTIONAL CENTER,5853 US HWY 701 N,ELIZABETHTOWN,NC,"28337","-999",STATE,CLOSED,"0",BLADEN,USA
"10002885",VANCE UNIT,2 JESTER RD,RICHMOND,TX,"77406","-999",STATE,OPEN,"329",FORT BEND,USA
"10004188",WESTERN AREA MULTIPURPOSE JUVENILE CRISIS AND ASSESMENT CENTER,20 LEES CREEK RD,ASHEVILLE,NC,"28806","-999",STATE,OPEN,"-999",BUNCOMBE,USA
"10004205",CABARRUS CORRECTIONAL CENTER,130 DUTCH RD,MOUNT PLEASANT,NC,"28124","-999",STATE,CLOSED,"0",CABARRUS,USA
"10004203",CHARLOTTE CORRECTIONAL CENTER,4100 MEADOW OAK DR,CHARLOTTE,NC,"28208","-999",STATE,CLOSED,"0",MECKLENBURG,USA
"10004218",DUPLIN CORRECTIONAL CENTER,364 HWY 11 S & 903,KENANSVILLE,NC,"28349","-999",STATE,CLOSED,"0",DUPLIN,USA
"10001765",FOUNTAIN CORRECTIONAL CENTER FOR WOMEN,300 FOUNTAIN SCHOOL RD,ROCKY MOUNT,NC,"27804","-999",STATE,CLOSED,"0",EDGECOMBE,USA
"10004167",DURHAM CORRECTIONAL CENTER,3900 GUESS RD,DURHAM,NC,"27705","-999",STATE,CLOSED,"0",DURHAM,USA
"10001756",GUILFORD CORRECTIONAL CENTER,4250 CAMP BURTON RD,MCLEANSVILLE,NC,"27301","-999",STATE,CLOSED,"0",GUILFORD,USA
"10004225",MCCAIN CORRECTIONAL HOSPITAL,855 OLD HWY 211,RAEFORD,NC,"28376","-999",STATE,CLOSED,"0",HOKE,USA
"10004017",SOUTHERN STATE CORRECTIONAL FACILITY,4295 N DELSEA DR,DELMONT,NJ,"08314","-999",STATE,OPEN,"1689",CUMBERLAND,USA
"10004223",EVERGREEN REHABILITATION CENTER,20513 US HWY 301N,ST. PAULS,NC,"28384","-999",STATE,CLOSED,"0",ROBESON,USA
"10005520",SAMARKAND YOUTH DEVELOPMENT CENTER,3600 SAMARKAND ROAD,EAGLE SPRINGS,NC,"27242","-999",STATE,CLOSED,"0",MOORE,USA
"10001022",NORTH CAROLINA CORRECTIONAL INSTITUTION FOR WOMEN - MINIMUM,1201 S STATE ST,RALEIGH,NC,"27610","-999",STATE,OPEN,"-999",WAKE,USA
"10000621",ELOY DETENTION CENTER,1705 E HANNA ROAD,ELOY,AZ,"85131","-999",FEDERAL,OPEN,"1319",PINAL,USA
"10001781",WAYNE CORRECTIONAL CENTER,700 STEVENS MILL RD,GOLDSBORO,NC,"27530","-999",STATE,CLOSED,"0",WAYNE,USA
"10000252",WILLACY COUNTY STATE JAIL,1695 S BUFFALO DR,RAYMONDVILLE,TX,"78580","-999",STATE,OPEN,"1068",WILLACY,USA
"10004589",CITRUS COUNTY DETENTION FACILITY,2604 WEST WOODLAND RIDGE DRIVE,LECANTO,FL,"34461","-999",MULTI,OPEN,"502",CITRUS,USA
"10002817",HILLTOP UNIT,1500 STATE SCHOOL RD,GATESVILLE,TX,"76598","2996",STATE,OPEN,"448",CORYELL,USA
"10004179",WESTERN YOUTH INSTITUTION,5155 WESTERN AVE,MORGANTON,NC,"28655","-999",STATE,CLOSED,"0",BURKE,USA
"10006586",CENTRAL REGIONAL HOSPITAL,300 VEAZEY ROAD,BUTNER,NC,"27509","-999",STATE,OPEN,"-999",GRANVILLE,USA
"10001563",OAK HILL YOUTH DETENTION CENTER,3201 OAK HILL DR,LAUREL,MD,"20724","-999",STATE,CLOSED,"0",ANNE ARUNDEL,USA
"10000915",WESTERN MARYLAND CHILDREN'S CENTER,18420 ROXBURY RD,HAGERSTOWN,MD,"21740","-999",STATE,OPEN,"20",WASHINGTON,USA
"10002445",PEND OREILLE COUNTY CORRECTIONS,331 S GARDEN,NEWPORT,WA,"99156","-999",COUNTY,OPEN,"24",PEND OREILLE,USA
"10002510",LONGVIEW WORK RELEASE,1821 1ST AVE,LONGVIEW,WA,"98632","-999",STATE,OPEN,"60",COWLITZ,USA
"10001987",BARTLETT STATE JAIL,1018 ARNOLD DR,BARTLETT,TX,"76511","0650",STATE,CLOSED,"0",WILLIAMSON,USA
"10002856",MINNIE ROGERS JUVENILE JUSTICE CENTER,5326 US HWY 69 S,BEAUMONT,TX,"77705","-999",COUNTY,OPEN,"-999",JEFFERSON,USA
"10002775",JOHNSON COUNTY CORRECTIONS CENTER,1800 RIDGEMAR DR,CLEBURNE,TX,"76031","-999",COUNTY,OPEN,"624",JOHNSON,USA
"10002933",KLEBERG COUNTY JAIL,1500 E KING AVE,KINGSVILLE,TX,"78363","-999",COUNTY,OPEN,"122",KLEBERG,USA
"10003091",SCI PITTSBURGH,3001 BEAVER AVE,PITTSBURGH,PA,"15233","-999",STATE,CLOSED,"0",ALLEGHENY,USA
"10004977",PERKINS COUNTY JAIL,100 MAIN AVE,BISON,SD,"57620","-999",COUNTY,OPEN,"-999",PERKINS,USA
"10004032",WILLIAM DONALD SCHAFFER HOUSE,907 DRUID PARK LAKE DR,BALTIMORE,MD,"21217","-999",STATE,OPEN,"-999",BALTIMORE (CITY),USA
"10006547",MARYLAND CORRECTIONAL TRAINING CENTER HED/EHU,18800 ROXBURY ROAD,HAGERSTOWN,MD,"21746","-999",STATE,OPEN,"387",WASHINGTON,USA
"10006548",SILVER OAK ACADEMY,999 CROUSE MILL ROAD,KEYMAR,MD,"21757","-999",STATE,OPEN,"-999",CARROLL,USA
"10000990",CHIPPEWA VALLEY CORRECTIONAL TREATMENT FACILITY,2909 E PARK AVE,CHIPPEWA FALLS,WI,"54729","-999",STATE,OPEN,"472",CHIPPEWA,USA
"10005813",LAKESIDE NON-SECURE DETENTION,3620 MAROLLA PLACE,BRONX,NY,"10466","-999",LOCAL,NOT AVAILABLE,"-999",BRONX,USA
"10002486",PIERCE COUNTY NEW JAIL,701 NOLLMEYER LANE,TACOMA,WA,"98402","-999",COUNTY,OPEN,"516",PIERCE,USA
"10006380",RIVERSIDE CCC,3001 BEAVER AVENUE,PITTSBURGH,PA,"15233","-999",STATE,OPEN,"0",ALLEGHENY,USA
"10004434",UVALDE COUNTY JAIL,339 KING FISHER LN,UVALDE,TX,"78801","-999",COUNTY,OPEN,"136",UVALDE,USA
"10005997",MORGAN COUNTY JAIL,414 MAIN STREET,WARTBURG,TN,"37887","-999",COUNTY,OPEN,"91",MORGAN,USA
"10006002",RHEA COUNTY JUVENILE DETENTION CENTER,1169 MARKET STREET,DAYTON,TN,"37321","-999",COUNTY,NOT AVAILABLE,"0",RHEA,USA
"10000221",MONTGOMERY COUNTY JUVENILE DETENTION CENTER,200 ACADEMY DR,CONROE,TX,"77301","-999",COUNTY,OPEN,"88",MONTGOMERY,USA
"10005825",WARREN ACRES JUVENILE DETENTION CENTER,660 OXFORD ROAD,OXFORD,NJ,"07863","-999",COUNTY,CLOSED,"0",WARREN,USA
"10005805",SPRING VALLEY NON-SECURE DETENTION,2 EAST FUNSTON AVENUE,SPRING VALLEY,NY,"10977","-999",LOCAL,NOT AVAILABLE,"-999",ROCKLAND,USA
"10003592",MACK ALFORD CORRECTIONAL CENTER,13001 NORTH HWY 69,ATOKA,OK,"74525","-999",STATE,OPEN,"777",ATOKA,USA
"10002447",SAN JUAN COUNTY JAIL / SHERIFF,96 SECOND ST,FRIDAY HARBOR,WA,"98250","-999",COUNTY,OPEN,"-999",SAN JUAN,USA
"10001697",DODGE CORRECTIONAL INSTITUTION,1 W LINCOLN ST,WAUPUN,WI,"53963","-999",STATE,OPEN,"1629",DODGE,USA
"10003047",SCI WAYMART,11 FAIRVIEW DR,WAYMART,PA,"18472","-999",STATE,OPEN,"1554",WAYNE,USA
"10003591",HOWARD MCLEOD CORRECTIONAL CENTER,19603 E WHIPPOORWILL LN,ATOKA,OK,"74525","8415",STATE,OPEN,"657",ATOKA,USA
"10002448",SKAGIT COUNTY JAIL,600 S 3RD ST,MOUNT VERNON,WA,"98273","-999",COUNTY,OPEN,"257",SKAGIT,USA
"10002589",MENDOTA JUVENILE TREATMENT CENTER,301 TROY DR,MADISON,WI,"53704","-999",STATE,OPEN,"28",DANE,USA
"10002579",TAYCHEEDAH CORRECTIONAL INSTITUTION,751 COUNTY RD K,FOND DU LAC,WI,"54936","1947",STATE,OPEN,"928",FOND DU LAC,USA
"10003572",UNION CITY COMMUNITY CORRECTIONS CENTER,700 N STATE HWY 81,UNION CITY,OK,"73090","0129",STATE,OPEN,"221",CANADIAN,USA
"10003950",PANAMA CITY COMMUNITY RELEASE CENTER,3609 HIGHWAY 390,PANAMA CITY,FL,"32405","2795",STATE,OPEN,"67",BAY,USA
"10001490",LAWRENCE COUNTY JAIL,111 S MILTON ST,NEW CASTLE,PA,"16101","3524",COUNTY,OPEN,"201",LAWRENCE,USA
"10004573",TAYLOR CORRECTIONAL INSTITUTION ANNEX,8501 HAMPTON SPRINGS ROAD,PERRY,FL,"32348","8747",STATE,OPEN,"895",TAYLOR,USA
"10002556",BLACK RIVER CORRECTIONAL CENTER,W6898 E STAFFON RD,BLACK RIVER FALLS,WI,"54615","6426",STATE,OPEN,"130",JACKSON,USA
"10002264",CRAWFORD COUNTY CORRECTIONAL FACILITY,2100 INDEPENDENCE DR,SAEGERTOWN,PA,"16433","5040",COUNTY,OPEN,"286",CRAWFORD,USA
"10000417",UNION CORRECTIONAL INSTITUTION,25636 NE SR-16,RAIFORD,FL,"32083","-999",STATE,OPEN,"1525",UNION,USA
"10003587",OKLAHOMA STATE REFORMATORY,1700 E FIRST ST,GRANITE,OK,"73547","0514",STATE,OPEN,"1006",GREER,USA
"10000445",TOMOKA WORK CAMP,3950 TIGER BAY RD,DAYTONA BEACH,FL,"32124","1098",STATE,OPEN,"292",VOLUSIA,USA
"10000507",ARCADIA ROAD PRISON,2961 NW COUNTY RD 661,ARCADIA,FL,"34266","8203",STATE,OPEN,"95",DESOTO,USA
"10000405",SUWANNEE WORK CAMP,5964 US HWY 90,LIVE OAK,FL,"32060","-999",STATE,OPEN,"278",SUWANNEE,USA
"10006873",LON EVANS CORRECTIONS CENTER,600 W WEATHERFORD STREET,FORT WORTH,TX,"76196","-999",COUNTY,OPEN,"-999",TARRANT,USA
"10004602",SAN ANTONIO BOYS VILLAGE,11609 BOYS VILLAGE DRIVE,SAN ANTONIO,FL,"33576","-999",STATE,CLOSED,"0",PASCO,USA
"10000452",UMATILLA JUVENILE RESIDENTIAL FACILITY,633 UMATILLA BLVD,UMATILLA,FL,"32784","-999",STATE,CLOSED,"0",LAKE,USA
"10005791",HILLSIDE - NORTHAVEN TERRACE,160 NORTHAVEN TERRACE,ROCHESTER,NY,"14621","-999",COUNTY,OPEN,"12",MONROE,USA
"10000517",GLADES WORK CAMP,2600 N MAIN ST,BELLE GLADE,FL,"33430","-999",STATE,CLOSED,"0",PALM BEACH,USA
"10000040",LINCOLN COUNTY SHERIFF DEPARTMENT,8000 COURT AVE,HAMLIN,WV,"25523","-999",COUNTY,OPEN,"0",LINCOLN,USA
"10002170","ORANGE COUNTY DETENTION CENTER, HORIZON FACILITY",3723 VISION BLVD,ORLANDO,FL,"32839","-999",COUNTY,OPEN,"768",ORANGE,USA
"10002159",BRADFORD COUNTY JAIL / SHERIFF,945-B NORTH TEMPLE AVE,STARKE,FL,"32091","-999",COUNTY,OPEN,"142",BRADFORD,USA
"10000474",POLK WORK CAMP,10800 EVANS RD,POLK CITY,FL,"33868","6925",STATE,OPEN,"279",POLK,USA
"10006329",TOMOKA CRC 298,1341 INDIAN LAKE ROAD,DAYTONA BEACH,FL,"32124","-999",STATE,OPEN,"57",VOLUSIA,USA
"10006334",BARTOW YOUTH ACADEMY,2415 BOB PHILLIPS ROAD,BARTOW,FL,"33830","-999",STATE,OPEN,"22",POLK,USA
"10000945",BOSSIER PARISH MINIMUM SECURITY FACILITY,2960 OLD PLAIN DEALING RD,PLAIN DEALING,LA,"71064","-999",COUNTY,CLOSED,"0",BOSSIER,USA
"10000446",VOLUSIA COUNTY BRANCH JAIL,1300 RED JOHN DR,DAYTONA BEACH,FL,"32124","-999",COUNTY,OPEN,"941",VOLUSIA,USA
"10001012",SALT LAKE COUNTY OXBOW JAIL,3418 S 1100 W,SALT LAKE CITY,UT,"84119","-999",COUNTY,OPEN,"160",SALT LAKE,USA
"10003958",CHINLE ADULT CORRECTIONS CENTER,BLDG. 1330 NAVAJO RT 7,CHINLE,AZ,"86503","-999",LOCAL,OPEN,"-999",APACHE,USA
"10000723",UNION COUNTY JAIL,103 SOUTH 2ND ST,LEWISBURG,PA,"17837","1903",COUNTY,OPEN,"32",UNION,USA
"10000710",POTTER COUNTY JAIL,102 E 2ND ST,COUDERSPORT,PA,"16915","1744",COUNTY,OPEN,"35",POTTER,USA
"10000738",FAYETTE COUNTY PRISON,12 COURT ST,UNIONTOWN,PA,"15401","3502",COUNTY,OPEN,"212",FAYETTE,USA
"10000711",MCKEAN COUNTY PRISON,17013 RT. 6,SMETHPORT,PA,"16749","4023",COUNTY,OPEN,"89",MCKEAN,USA
"10000980",NORTH CENTRAL CORRECTIONAL COMPLEX,670 MARION-WILLIAMSPORT RD,MARION,OH,"43302","-999",STATE,OPEN,"2290",MARION,USA
"10000740",PA PRISONS TRAINING ACADEMY/HOLMESBURG PRISON,8215 TORRESDALE AVE,PHILADELPHIA,PA,"19136","-999",COUNTY,CLOSED,"0",PHILADELPHIA,USA
"10002152",CENTURY WORK CAMP,400 TEDDER RD,CENTURY,FL,"32535","3659",STATE,OPEN,"222",ESCAMBIA,USA
"10002263",BRADFORD COUNTY CORRECTIONAL FACILITY,15927 ROUTE 6,TROY,PA,"16947","9440",COUNTY,OPEN,"169",BRADFORD,USA
"10002490",WHITMAN COUNTY JAIL,411 N MILL ST,COLFAX,WA,"99111","-999",COUNTY,OPEN,"26",WHITMAN,USA
"10001688",WALLA WALLA COUNTY JUVENILE JUSTICE CENTER,455 W ROSE ST,WALLA WALLA,WA,"99362","-999",COUNTY,OPEN,"-999",WALLA WALLA,USA
"10000025",LAKIN CORRECTIONAL CENTER,11264 OHIO RIVER ROAD,WEST COLUMBIA,WV,"25287","-999",STATE,OPEN,"452",MASON,USA
"10002223",SPRING CREEK YOUTH SERVICES CENTER,3190 EAST LAS VEGAS STREET,COLORADO SPRINGS,CO,"80906","-999",STATE,OPEN,"47",EL PASO,USA
"10002230",PUEBLO YOUTH SERVICES CENTER,1406 WEST 17TH STREET,PUEBLO,CO,"81003","-999",STATE,OPEN,"16",PUEBLO,USA
"10005120",MARVIN A SMITH CORRECTIONAL FACILITY,197 FLOYD WINGO DRIVE,KILGORE,TX,"75662","-999",COUNTY,OPEN,"-999",GREGG,USA
"10004586",RE-ENTRY CENTER OF OCALA,2006 NORTHEAST 8TH RD,OCALA,FL,"34470","4231",STATE,OPEN,"98",MARION,USA
"10004598",BRIDGES OF ORLANDO,2011 MERCY DRIVE,ORLANDO,FL,"32808","5613",STATE,OPEN,"147",ORANGE,USA
"10004627",FORT PIERCE COMMUNITY RELEASE CENTER,1203 BELL AVENUE,FORT PIERCE,FL,"34982","6599",STATE,OPEN,"83",ST. LUCIE,USA
"10000734",LANCASTER COUNTY PRISON,625 EAST KING ST,LANCASTER,PA,"17602","3911",COUNTY,OPEN,"847",LANCASTER,USA
"10000714",WYOMING COUNTY CORRECTIONAL FACILITY,10 STARK ST,TUNKHANNOCK,PA,"18657","1207",COUNTY,OPEN,"82",WYOMING,USA
"10002707",DEAF SMITH COUNTY JAIL,235 E 3RD ST,HEREFORD,TX,"79045","-999",COUNTY,OPEN,"66",DEAF SMITH,USA
"10000016",WOOD COUNTY HOLDING CENTER,401 2ND STREET,PARKERSBURG,WV,"26101","-999",COUNTY,OPEN,"-999",WOOD,USA
"10000035",WESTERN REGIONAL JAIL,1 O'HANLON PLACE,BARBOURSVILLE,WV,"25504","-999",COUNTY,OPEN,"630",CABELL,USA
"10000335",JACKSON WORK CAMP,5607 10TH ST,MALONE,FL,"32445","9998",STATE,OPEN,"273",JACKSON,USA
"10000012",POTOMAC HIGHLANDS REGIONAL JAIL,355 DOLAN DR,AUGUSTA,WV,"26704","-999",COUNTY,OPEN,"257",HAMPSHIRE,USA
"10000426",GAINESVILLE WORK CAMP,700 NE 55TH BLVD,GAINESVILLE,FL,"32641","6067",STATE,OPEN,"270",ALACHUA,USA
"10002301",CENTRAL RECEPTION AND ASSIGNMENT FACILITY,2401 STUYVESANT AVENUE,TRENTON,NJ,"08628","-999",STATE,OPEN,"578",MERCER,USA
"10002253",WINNEBAGO COUNTY JAIL,650 WEST STATE STREET,ROCKFORD,IL,"61102","-999",COUNTY,OPEN,"803",WINNEBAGO,USA
"10000429",LANCASTER WORK CAMP,3449 SW STATE RD 26,TRENTON,FL,"32693","5641",STATE,OPEN,"279",GILCHRIST,USA
"10001487",CLINTON COUNTY CORRECTIONAL FACILITY,58 PINE MOUNTAIN RD,MCELHATTAN,PA,"17748","0419",COUNTY,OPEN,"276",CLINTON,USA
"10005989",GRANT COUNTY YOUTH SERVICES,303 ABEL ROAD,EPHRATA,WA,"98823","-999",COUNTY,OPEN,"0",GRANT,USA
"10000017",LORRIE YEAGER JR. JUVENILE CENTER,907 MISSION DR.,PARKERSBURG,WV,"26101","-999",STATE,OPEN,"23",WOOD,USA
"10001448",BRIDGES OF SANTA FE,2901 NE 39TH AVE,GAINESVILLE,FL,"32602","1202",STATE,OPEN,"150",ALACHUA,USA
"10000509",MARTIN WORK CAMP,100 SW ALLAPATTAH ROAD,INDIANTOWN,FL,"34956","4310",STATE,OPEN,"259",MARTIN,USA
"10001437",SHISA HOUSE - WEST,418 W VIRGINIA ST,TALLAHASSE,FL,"32301","1030",STATE,OPEN,"28",LEON,USA
"10001486",PIKE COUNTY CORRECTIONAL FACILITY,175 PIKE COUNTY BLVD,LORDS VALLEY,PA,"18428","-999",COUNTY,OPEN,"311",PIKE,USA
"10000737",SCI SOMERSET,1590 WALTERS MILL RD,SOMERSET,PA,"15510","0001",STATE,OPEN,"2394",SOMERSET,USA
"10002411",EAST CARROLL DETENTION CENTER,219 HOLLYBROOK RD,LAKE PROVIDENCE,LA,"71254","-999",COUNTY,NOT AVAILABLE,"-999",EAST CARROLL,USA
"10002427",DELAWARE COUNTY JAIL,844 US STATE HWY 42 N,DELAWARE,OH,"43015","-999",COUNTY,OPEN,"215",DELAWARE,USA
