TYPE	V001	V003	V004	V005	V006	V007	V008	V010	V011	V014	V015	V016	V017	V018	V019	V020	V021	V022	V023	V024	V025	V026	V027	V028	V029	V030	V031	V032	V032_R	V033	V034	V034_R	V035	V036	V037	V038	V039	V040	V041	V042	V043	V044	V045	V046	V047	V048	V049	V050	V051	V052	V053	V054	V055	V056	V057	V058	V059	V060	V061	V062	V063	V064	V065	V066	V067	V068	V069	V070	V071	V072	V073	V074	V075	V076	V077	V078	V079	V080	V081	V082	V083	V084	V085	V086	V087	V088	V089	V090	V091	V092	V093	V094	V095	V096	V097	V098	V099	V100	V101	V102	V103	V104	V105	V106	V107	V108	V109	V110	V111	V112	V113	V114	V115	V116	V117	V118	V119	V120	V121	V122	V123	V124	V125	V126	V127	V128	V129	V130	V131	V132	V133	V134	V135	V136	V137	V138	V139	V140	V141	V142	V143	V144	V145	V146	V147	V148	V149	V150	V151	V152	V153	V154	V155	V156	V157	V158	V159	V160	V161	V162	V163	V164	V165	V166	V167	V168	V169	V170	V171	V172	V173	V174	V175	V176	V177	V178	V179	V180	V181	V182	V183	V184	V185	V186	V187	V188	V189	V190	V191	V192	V193	V194	V195	V196	V197	V198	V199	V200	V201	V202	V203	V204	V205	V206	V207	V208	V209	V210	V211	V212	V213	V214	V215	V216	V217	V218	V219	V220	V221	V222	V223	V224	V225	V226	V227	V228	V229	V230	V231	V232	V233	V234	V235	V236	V237	V238	V239	V240	V241	V242	V243	V244	V245	V246	V247	V248	V249	V250	V251	V252	V253	V254	V255	V256	V257	V258	V259	V260	V261	V262	V263	V264	V265	V266	V267	V268	V269	V270	V271
1	1	PTX053	 	GLOSSBRENNER	5100 S FM 1329	SAN DIEGO	TX	78384	3907	A	1	1	1	0	0	1	0	1	0	0	0	 	2	 	3	2	 	2	1	1	4	3	 	2	2	612	0	0	-9	-4	2	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	535	0	0	0	535	0	0	0	0	0	0	0	150	0	91	0	294	0	0	0	0	0	0	0	0	0	0	0	 	535	0	0	0	0	0	44	0	491	0	535	0	535	0	0	0	0	0	535	0	512	0	14	0	9	0	535	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	535	0	535	0	0	0	 	535	0	0	0	0	0	-9	-9	-9	535	0	121	0	0	0	8	0	1	0	129	0	1	0	65	0	65	0	130	0	54	0	36	0	90	0	12	0	1	0	76	0	0	0	1	0	0	0	0	0	0	0	 	90	0	20.22	10.11	0	-9	-9	120	0	0	0	5	0	0	0	5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	 	1	1	0	1	0	1	1	1	1	0	0	0	 	0	0	0	0	1	0	0	0	1	1	Parenting/Family Wellness	0
1	1	PTX117	 	SAN SABA	206 S WALLACE CREEK RD	SAN SABA	TX	76877	9516	A	1	0	0	0	0	0	0	0	0	0	0	 	1	 	3	2	 	2	1	2	4	3	 	2	2	606	0	0	-9	-4	2	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	0	0	539	0	539	0	0	0	0	0	0	0	308	0	109	0	116	0	0	0	6	0	0	0	0	0	0	0	 	539	0	0	0	9	0	529	0	1	0	539	0	539	0	0	0	0	0	539	0	532	0	6	0	1	0	539	0	2	0	2	0	0	0	0	0	0	0	0	0	 	2	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	539	0	539	0	0	0	 	539	0	0	0	0	0	-9	-9	-9	539	0	115	0	1	0	21	0	1	0	136	0	2	0	50	0	88	0	138	0	37	0	51	0	88	0	65	0	4	0	18	0	1	0	0	0	0	0	0	0	0	0	 	88	0	17.2	8.6	8.6	-9	-9	459	0	1	0	2	0	7	0	9	0	0	0	1	0	0	0	0	0	1	1	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	1	1	1	1	1	0	1	0	1	1	Parenting/Family Wellness	0
1	1	FMN172	 	DULUTH FPC	4464 RALSTON DR	DULUTH	MN	55811	1519	A	1	1	0	0	0	0	0	0	0	0	0	 	1	 	3	2	 	1	1	1	4	3	 	2	2	901	0	0	-9	-4	2	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	541	0	0	0	541	0	0	0	0	0	0	0	295	0	155	0	63	0	17	0	11	0	0	0	0	0	0	0	 	541	0	0	0	0	0	541	0	0	0	541	0	526	0	11	0	4	0	541	0	540	0	1	0	0	0	541	0	5	0	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	 	-1	-4	537	0	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	 	-4	-4	0	0	-4	-4	-4	-4	 	-4	-4	-4	-4	-4	-4	0	0	4	541	0	97	0	-1	-4	1	0	-1	-4	98	0	-1	-4	75	0	23	0	98	0	31	0	1	0	32	0	29	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	 	32	0	-1	-1	-1	-9	-9	114	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	 	1	1	1	1	0	1	1	1	1	0	1	0	 	-4	1	1	1	1	1	1	1	0	0	 	0
1	1	PCO025	 	DENVER RECEPTION & DIAGNOSTIC	PO BOX 392004	DENVER	CO	80239	8004	A	1	0	1	1	0	0	0	0	0	0	0	 	3	 	3	1	DWCF, CCC	2	1	3	2	1	 	2	2	-4	-4	1	496	0	2	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	541	0	1	0	542	0	0	0	0	0	0	0	260	0	98	0	156	0	23	0	5	0	0	0	0	0	0	0	 	542	0	53	0	191	0	106	0	192	0	542	0	530	0	12	0	0	0	542	0	528	0	14	0	0	0	542	0	15	0	0	0	0	0	0	0	0	0	15	0	Not specified	15	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	542	0	537	0	5	0	Interstate Compact	542	0	0	0	0	0	-9	-9	-9	542	0	721	0	0	0	0	0	0	0	721	0	0	0	416	0	305	0	721	0	338	0	153	0	491	0	291	0	74	0	104	0	9	0	7	0	3	0	3	0	0	0	 	491	0	-1	-1	-1	491	0	200	0	2	0	0	0	27	0	27	0	0	0	1	0	0	1	0	0	1	0	0	0	0	 	1	1	1	1	1	1	0	1	1	0	1	0	 	0	1	1	1	1	0	0	0	0	0	 	0
1	1	FIL120	 	THOMSON ADMIN USP AND SCP	1100 ONE MILE RD	THOMSON	IL	61285	7750	A	1	0	0	0	0	0	0	0	0	0	0	 	1	 	3	2	 	1	1	1	2	1	 	2	2	1522	0	0	-9	-4	2	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	542	0	0	0	542	0	0	0	0	0	0	0	137	0	288	0	98	0	14	0	5	0	0	0	0	0	0	0	 	542	0	453	0	4	0	85	0	0	0	542	0	537	0	3	0	2	0	542	0	509	0	33	0	0	0	542	0	331	0	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	 	-1	-4	534	0	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	 	-4	-4	4	0	-4	-4	-4	-4	 	-4	-4	-4	-4	-4	-4	2	0	2	542	0	379	0	-1	-4	5	0	-1	-4	384	0	-1	-4	285	0	99	0	384	0	165	0	27	0	192	0	160	0	9	0	14	0	0	0	2	0	1	0	6	0	0	0	 	192	0	-1	-1	-1	-9	-9	11	0	0	0	0	0	8	0	8	0	0	0	1	0	0	0	0	0	1	0	0	0	0	 	1	1	1	1	0	1	1	1	1	0	1	0	 	-4	1	1	1	1	1	1	1	0	0	 	0
1	1	PSC008	 	GOODMAN CORRECTIONAL INSTITUTION	4556 BROAD RIVER RD	COLUMBIA	SC	29210	4014	A	1	0	0	0	0	0	0	0	0	0	0	 	1	 	2	2	 	2	1	1	4	3	 	2	2	-1	-4	-9	-9	-4	2	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	544	0	0	0	544	0	0	0	0	0	0	0	239	0	300	0	4	0	0	0	1	0	0	0	0	0	0	0	 	544	0	0	0	0	0	544	0	0	0	544	0	508	0	36	0	0	0	544	0	544	0	0	0	0	0	544	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	544	0	544	0	0	0	 	544	0	0	0	0	0	-9	-9	-9	544	0	93	0	1	0	0	0	0	0	93	0	1	0	57	0	37	0	94	0	49	0	25	0	74	0	27	0	45	0	1	0	0	0	0	0	0	0	1	0	0	0	 	74	0	13	10	0	-9	-9	-1	-4	0	0	1	1	1	1	2	0	3	0	2	-9	-9	0	0	0	1	1	1	1	0	Work Release	0	0	0	0	0	0	1	1	0	0	1	0	 	0	1	0	0	0	0	1	0	0	0	 	0
1	1	PIL007	 	DECATUR CORRECTIONAL CENTER	PO BOX 3066	DECATUR	IL	62524	3066	A	1	0	0	0	0	0	0	0	0	0	0	 	1	 	3	2	 	2	1	2	4	3	 	2	2	640	0	0	-9	-4	2	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	0	0	545	0	545	0	0	0	0	0	0	0	377	0	111	0	38	0	6	0	3	0	0	0	0	0	10	0	other	545	0	0	0	0	0	545	0	0	0	545	0	527	0	18	0	0	0	545	0	-1	-4	-1	-4	-1	-4	-1	-4	9	0	0	0	0	0	0	0	0	0	9	0	temp confine, invest status	9	0	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	 	-1	-4	-1	-4	-1	-4	-1	-4	 	-1	-4	-1	-4	-1	-4	-9	-9	-9	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	329	1	-1	-4	-1	-4	-1	-4	329	0	-1	-4	-1	-4	206	0	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	 	206	0	61	41	36	-9	-9	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	1	0	0	0	0	1	1	0	1	0	0	 	1	1	1	1	1	1	1	1	1	1	1	0	 	0	1	0	1	0	0	1	1	0	0	 	0
1	1	PMO018	 	MARYVILLE TREATMENT CENTER	30221 US HIGHWAY 136	MARYVILLE	MO	64468	 	A	0	1	0	0	0	0	0	0	0	0	0	 	2	 	2	2	 	2	1	1	4	3	 	2	2	525	0	0	-9	-4	2	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	545	0	0	0	545	0	0	0	0	0	0	0	439	0	94	0	9	0	0	0	2	0	0	0	0	0	1	0	DK	545	0	0	0	107	0	438	0	0	0	545	0	545	0	0	0	0	0	545	0	0	0	0	0	545	0	545	0	14	0	0	0	5	0	9	0	0	0	0	0	 	14	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	545	0	545	0	0	0	 	545	0	0	0	0	0	-9	-9	-9	545	0	184	0	0	0	0	0	0	0	184	0	0	0	111	0	73	0	184	0	72	0	38	0	110	0	105	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	DK	110	0	-1	-1	-1	-9	-9	2	0	0	0	2	0	10	0	12	0	0	0	1	0	0	0	0	0	1	0	1	0	0	 	1	1	0	1	0	1	0	1	1	1	0	0	 	0	1	1	1	0	0	1	0	0	0	 	0
1	1	PAR021	 	RANDALL L. WILLIAMS CORRECTIONAL FACILITY	7206 W 7TH AVE	PINE BLUFF	AR	71603	1483	A	1	1	0	0	0	0	0	0	0	0	0	 	1	 	3	1	Ester Unit  Pine Bluff Unit  Pine Bluff Reentry Center	2	1	1	3	2	 	2	2	562	0	0	-9	-4	2	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	554	0	0	0	554	0	10	0	0	0	10	0	317	0	212	0	18	0	2	0	3	0	0	0	0	0	2	0	Other or Unknown	554	0	14	0	136	0	404	0	0	0	554	0	554	0	0	0	0	0	554	0	544	0	8	0	2	0	554	0	9	0	0	0	0	0	9	0	0	0	0	0	 	9	0	12	0	1	0	2	0	9	0	0	0	0	0	 	12	0	532	0	524	0	8	0	OK	532	0	10	0	0	0	-9	-9	-9	554	0	145	0	0	0	0	0	0	0	145	0	0	0	64	0	81	0	145	0	54	0	59	0	113	0	23	0	89	0	1	0	0	0	0	0	0	0	0	0	0	0	 	113	0	22	22	0	0	0	396	0	0	0	4	0	47	0	51	0	1	0	1	0	0	0	0	0	1	0	1	0	0	 	1	1	0	0	1	1	1	1	0	0	0	1	Juvenile Program, Paws in Prison	0	1	1	1	0	1	0	0	0	0	 	0
1	1	PPA049	 	QUEHANNA BOOT CAMP	4395 QUEHANNA HWY	KARTHAUS	PA	16845	8801	A	1	1	0	1	1	0	1	0	0	1	0	 	1	 	3	1	Houtzdale	2	1	3	4	3	 	2	2	538	0	0	-9	-4	2	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	473	0	82	0	555	0	0	0	0	0	0	0	342	0	185	0	26	0	0	0	0	0	0	0	0	0	2	0	other	555	0	0	0	0	0	555	0	0	0	555	0	549	0	6	0	0	0	555	0	453	0	102	0	0	0	555	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	555	0	555	0	0	0	 	555	0	0	0	0	0	-9	-9	-9	555	0	226	0	0	0	0	0	0	0	226	0	0	0	162	0	64	0	226	0	135	0	26	0	161	0	151	0	6	0	2	0	0	0	0	0	0	0	1	0	1	0	other	161	0	0	0	0	0	0	19	0	0	0	0	0	7	0	7	0	0	0	2	-9	-9	0	0	1	1	0	1	0	0	 	1	1	1	1	1	1	1	1	1	1	1	0	 	0	1	1	1	1	1	1	0	0	1	all correspondence courses are offered for various program	0
2	1	PNE001	 	COMMUNITY CORRECTIONAL CENTER - LINCOLN	PO BOX 22200	LINCOLN	NE	68542	2200	B	1	0	0	0	0	1	0	0	0	0	0	 	6	 	1	2	 	2	1	3	-9	-9	 	-9	-9	-9	-4	-4	-4	-4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	476	0	80	0	556	0	0	0	0	0	0	0	345	0	133	0	50	0	20	0	3	0	1	0	0	0	4	0	other/unspecified	556	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	554	0	2	0	0	0	556	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	556	0	556	0	0	0	 	556	0	0	0	0	0	-9	-9	-9	556	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	16	0	-9	-9	-9	-9	-9	-9	 	1	1	1	1	0	0	1	1	1	0	1	0	 	0	1	1	1	1	0	0	0	1	0	 	0
1	1	PAR010	 	MAXIMUM SECURITY UNIT	2501 STATE FARM RD	TUCKER	AR	72168	9567	A	1	1	0	0	1	0	0	0	0	0	0	 	1	 	3	2	 	2	1	1	2	1	 	2	2	532	0	0	-9	-4	2	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	556	0	0	0	556	0	0	0	0	0	0	0	197	0	342	0	14	0	0	0	0	0	0	0	0	0	3	0	Other	556	0	288	0	161	0	107	0	0	0	556	0	556	0	0	0	0	0	556	0	552	0	0	0	4	0	556	0	260	0	0	0	213	0	47	0	0	0	0	0	 	260	0	11	0	0	0	2	0	9	0	0	0	0	0	 	11	0	514	0	500	0	14	0	CO, KS	514	0	31	0	0	0	-9	-9	-9	556	0	143	0	0	0	0	0	0	0	143	0	0	0	58	0	85	0	143	0	48	0	69	0	117	0	16	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	 	117	0	25	21	0	-9	-9	971	0	2	0	7	0	18	0	25	0	0	0	1	0	0	0	0	0	1	1	0	0	0	 	1	1	1	0	0	1	0	1	1	1	0	0	 	0	0	0	1	0	0	0	0	0	0	 	0
1	1	PNY057	 	WALLKILL	50 MC KENDRICK RD	WALLKILL	NY	12589	3731	A	1	1	0	0	0	0	0	0	0	0	0	 	1	 	3	2	 	2	1	1	3	2	 	2	2	606	0	0	-9	-4	2	-9	-9	-9	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 	2	2016	562	0	0	0	562	0	0	0	0	0	0	0	68	0	321	0	159	0	3	0	2	0	0	0	0	0	9	0	Other	562	0	0	0	384	0	178	0	0	0	562	0	562	0	0	0	0	0	562	0	557	0	3	0	2	0	562	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	562	0	562	0	0	0	 	562	0	0	0	0	0	-9	-9	-9	562	0	254	0	4	0	0	0	0	0	254	0	4	0	182	0	76	0	258	0	137	0	28	0	165	0	126	0	14	0	21	0	1	0	3	0	0	0	0	0	0	0	 	165	0	92	47	25	-9	-9	101	0	1	0	0	0	1	1	1	1	0	0	2	-9	-9	0	0	1	1	1	0	0	0	 	1	1	1	1	1	1	1	1	1	1	0	0	 	0	1	1	1	1	0	1	1	0	0	 	0
1	1	PMA015	 	MASSACHUSETTS TREATMENT CENTER	30 ADMINISTRATION RD	BRIDGEWATER	MA	02324	3230	A	1	0	0	0	0	0	0	0	0	0	1	Sexually Dangerous Civil Committment	1	 	3	2	 	2	1	1	3	2	 	2	2	680	0	0	-9	-4	2	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	563	0	0	0	563	0	0	0	0	0	0	0	341	0	92	0	109	0	15	0	4	0	0	0	0	0	2	0	Other	563	0	0	0	416	0	0	0	147	0	563	0	416	1	0	0	147	0	563	0	527	0	35	0	1	0	563	0	7	0	0	0	3	0	3	0	0	0	1	0	Mental Health Watch	7	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	563	0	561	0	2	0	UNK	563	0	0	0	0	0	-9	-9	-9	563	0	202	0	1	0	0	0	0	0	202	0	1	0	165	0	38	0	203	0	140	0	20	0	160	0	124	0	21	0	7	0	0	0	0	0	0	0	8	0	0	0	 	160	0	57	37	20	-9	-9	0	0	522	0	0	0	33	0	33	0	0	0	1	0	0	0	0	1	1	0	0	0	0	 	1	1	1	1	1	0	0	0	0	0	1	0	 	0	1	1	1	1	1	1	0	0	0	 	0
1	1	PIL047	 	SOUTHWESTERN ILLINOIS CORRECTIONAL CENTER AND SOUTHWESTERN ILLINOIS WORK CAMP	950 N KINGSHIGHWAY	E SAINT LOUIS	IL	62203	1085	A	0	1	0	0	0	0	0	0	0	0	0	 	2	 	3	1	Southwestern Illinois Work Camp	2	1	1	4	3	 	2	2	705	0	0	-9	-4	2	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	565	0	0	0	565	0	0	0	0	0	0	0	319	0	214	0	29	0	0	0	2	0	0	0	0	0	1	0	Other	565	0	0	0	0	0	565	0	0	0	565	0	560	0	5	0	0	0	565	0	-1	-4	-1	-4	-1	-4	-1	-4	2	0	0	0	0	0	0	0	0	0	2	0	temporary confinement	2	0	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	 	-1	-4	-1	-4	-1	-4	-1	-4	 	-1	-4	-1	-4	-1	-4	-9	-9	-9	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	248	0	-1	-4	-1	-4	-1	-4	248	0	-1	-4	-1	-4	188	0	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	 	188	0	40	34	22	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	1	0	0	0	0	0	1	0	1	0	0	 	1	1	1	1	0	1	1	1	1	1	0	0	 	0	1	1	0	0	0	1	1	0	0	 	0
1	1	PNC055	 	PAMLICO CORRECTIONAL INSTITUTION	601 N 3RD ST	BAYBORO	NC	28515	9497	A	1	0	0	0	0	0	0	0	0	0	0	 	1	 	3	2	 	2	1	1	3	2	 	2	2	576	0	0	-9	-4	2	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	565	0	0	0	565	0	0	0	0	0	0	0	227	0	275	0	8	0	45	0	4	0	0	0	0	0	6	0	other/unknown	565	0	6	0	539	0	20	0	0	0	565	0	564	0	1	0	0	0	565	0	517	0	43	0	5	0	565	0	21	0	12	0	2	0	7	0	0	0	0	0	 	21	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	565	0	565	0	0	0	 	565	0	0	0	0	0	-9	-9	-9	565	0	153	0	0	0	0	0	0	0	153	0	0	0	83	0	70	0	153	0	83	1	70	1	153	0	68	1	70	1	7	1	1	1	0	1	1	1	4	1	2	1	101 not assigned	153	0	30	20	0	-9	-9	358	0	0	0	0	0	8	0	8	0	0	0	1	0	0	0	0	1	1	0	0	1	0	janitors, barbers, teacher asst, non-profit gardners	1	1	0	0	0	1	1	1	0	1	1	0	 	0	1	1	1	0	0	1	1	0	0	 	0
1	1	PCA097	 	TAFT MODIFIED COMMUNITY CORRECTIONAL FACILITY	330 COMMERCE WAY	TAFT	CA	93268	9759	CI	1	0	0	0	0	0	0	0	0	0	0	 	1	 	3	-8	 	2	1	1	3	2	 	-8	-8	-8	-4	-8	-8	-4	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	566	0	0	0	566	0	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	566	0	566	0	0	0	 	566	0	0	0	0	0	-9	-9	-9	566	0	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8
1	1	PCA037	 	DELANO MODIFIED COMMUNITY CORRECTIONAL FACILITY	2727 W INDUSTRY RD	DELANO	CA	93215	9583	CI	1	0	0	0	0	0	0	0	0	0	0	 	1	 	3	-8	 	2	1	1	3	2	 	-8	-8	-8	-4	-8	-8	-4	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	568	0	0	0	568	0	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	568	0	568	0	0	0	 	568	0	0	0	0	0	-9	-9	-9	568	0	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8
1	1	PNV021	 	WARM SPRINGS CORRECTIONAL CENTER	3301 E 5TH STREET	CARSON CITY	NV	89702	 	A	1	0	0	0	0	0	0	1	0	0	0	 	1	 	3	2	 	2	1	1	3	2	 	2	2	601	0	0	-9	-4	2	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	568	0	0	0	568	0	0	0	0	0	0	0	346	0	146	0	54	0	10	0	11	0	0	0	0	0	1	0	Other/unknown	568	0	0	0	561	0	7	0	0	0	568	0	565	0	2	0	1	0	568	0	533	0	31	0	4	0	568	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	568	0	568	0	0	0	 	568	0	0	0	0	0	-9	-9	-9	568	0	109	1	0	1	0	1	0	1	109	1	0	1	91	1	18	1	109	1	83	0	12	0	95	1	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	 	95	1	14	0	12	-9	-9	106	0	0	0	1	1	3	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1	0	Culinary	1	1	1	0	0	1	1	1	0	1	0	0	 	0	0	0	1	0	0	1	1	0	0	 	0
