OBJECTID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,Shape__Are,Shape__Len,_FACILITYID,V003,V074,HYBRID_POP,X2019
"3629","10002175","CENTRAL FLORIDA RECEPTION CENTER, MAIN",7000 H C KELLEY RD,ORLANDO,FL,"32831","2518",(407) 207-7777,STATE,OPEN,"-999",ORANGE,"12095",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/15,IMAGERY/OTHER,2024/02/15,https://fdc.myflorida.com/ci/320.html,CLOSE,"1659",0.000011431939811,0.012852606692520,"10002175",PFL026,"1661","1661","6.69999980926514"
"3632","10004558",OKALOOSA WORK CAMP,3189 COLONEL GREG MALLOY RD,CRESTVIEW,FL,"32539","6708",(850) 682-0931,STATE,OPEN,"-999",OKALOOSA,"12091",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/115.html,NOT AVAILABLE,"-999",0.000001629378403,0.005058026852014,"10004558",PFL106,"269","269","7.59999990463257"
"3634","10000337","APALACHEE CORRECTIONAL INSTITUTION, EAST UNIT",35 APALACHEE DR,SNEADS,FL,"32460","4166",(850) 718-0688,STATE,OPEN,"-999",JACKSON,"12063",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/102.html,CLOSE,"1169",0.000021612094542,0.018796667163681,"10000337",PFL001,"1156","1156","7.40000009536743"
"3644","10000412",GULF CORRECTIONAL INSTITUTION,500 IKE STEELE ROAD,WEWAHITCHKA,FL,"32465","0010",(850) 639-1000,STATE,OPEN,"-999",GULF,"12045",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/109.html,CLOSE,"1572",0.000013839834992,0.015243529268995,"10000412",PFL057,"5","5","6.75"
"3646","10000387",CALHOUN WORK CAMP,19564 SE INSTITUTION DR,BLOUNTSTOWN,FL,"32424","5156",(850) 237-6632,STATE,CLOSED,"-999",CALHOUN,"12013",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/105.html,NOT AVAILABLE,"-999",0.000002335471208,0.006121144162809,"10000387",PFL024,"282","282","7.30000019073486"
"3650","10000334",JACKSON CORRECTIONAL INSTITUTION,5563 10TH ST,MALONE,FL,"32445","3144",(850) 569-5260,STATE,OPEN,"-999",JACKSON,"12063",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/104.html,CLOSE,"1346",0.000013689609432,0.015938597603344,"10000334",PFL071,"1312","1312","7.5"
"3654","10000392",LIBERTY CORRECTIONAL INSTITUTION,11064 NW DEMPSEY BARRON RD,BRISTOL,FL,"32321","9711",(850) 643-9400,STATE,OPEN,"-999",LIBERTY,"12077",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/120.html,CLOSE,"1330",0.000013575423736,0.015784011778931,"10000392",PFL085,"1414","1414","7.54999995231628"
"3663","10000495",OKEECHOBEE CORRECTIONAL INSTITUTION,3420 NE 168TH ST,OKEECHOBEE,FL,"34972","4824",(863) 462-5400,STATE,OPEN,"-999",OKEECHOBEE,"12093",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/15,IMAGERY/OTHER,2024/02/15,https://fdc.myflorida.com/ci/404.html,CLOSE,"1632",0.000019372325823,0.017917846970442,"10000495",PFL107,"1746","1746","5.09999990463257"
"3666","10000547",SOUTH FLORIDA RECEPTION CENTER,14000 NW 41ST ST,DORAL,FL,"33178","3003",(305) 592-9567,STATE,OPEN,"-999",MIAMI-DADE,"12086",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/15,IMAGERY/OTHER,2024/02/15,https://fdc.myflorida.com/ci/402.html,CLOSE,"1315",0.000015586604832,0.016055097054445,"10000547",PFL134,"969","969","8"
"3673","10000333",GRACEVILLE CORRECTIONAL FACILITY,5168 EZELL RD,GRACEVILLE,FL,"32440","-999",(850) 263-5500,STATE,OPEN,"-999",JACKSON,"12063",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,"https://fdc.myflorida.com/ci/159.html, https://www.mtctrains.com/facility/graceville-correctional-facility/",CLOSE,"1884",0.000009371387932,0.012834743698383,"10000333",PFL055,"1860","1860","6.95000004768372"
"3706","10000400",TTH OF DINSMORE,13200 OLD KINGS RD,JACKSONVILLE,FL,"32219","-999",(904) 999-4220,STATE,OPEN,"-999",DUVAL,"12031",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/15,IMAGERY/OTHER,2024/04/01,https://www.thetransitionhouse.org/,MINIMUM,"-999",0.000003091365670,0.008666812440374,"10000400",PFL155,"100","100","6.5"
"3829","10000369",GADSDEN CORRECTIONAL FACILITY,6044 GREENSBORO HWY,QUINCY,FL,"32351","9100",(850) 875-9701,STATE,OPEN,"-999",GADSDEN,"12039",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,"https://fdc.myflorida.com/ci/111.html, https://www.mtctrains.com/facility/gadsden-correctional-facility/",MEDIUM,"1250",0.000010036687854,0.015176926285907,"10000369",PFL051,"1228","1228","7.5"
"3836","10001445",BAY CORRECTIONAL FACILITY,5400 BAYLINE DR,PANAMA CITY,FL,"32404","5492",(850) 769-1455,STATE,OPEN,"-999",BAY,"12005",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,"https://fdc.myflorida.com/ci/112.html, https://www.mtctrains.com/facility/bay-correctional-facility/",MEDIUM,"985",0.000004095847316,0.007785647516765,"10001445",PFL011,"954","954","6.80000019073486"
"3839","10000332",GRACEVILLE WORK CAMP,5230 EZELL RD,GRACEVILLE,FL,"32440","4289",(850) 263-9230,STATE,OPEN,"-999",JACKSON,"12063",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,"https://fdc.myflorida.com/ci/159.html, https://www.mtctrains.com/facility/graceville-correctional-facility/",NOT AVAILABLE,"-999",0.000002438829370,0.006276225462650,"10000332",PFL056,"259","259","7"
"4019","10000424",NORTH FLORIDA EVALUATION & TREATMENT CENTER,1200 NE 55TH BLVD,GAINESVILLE,FL,"32641","2759",(352) 375-8484,STATE,OPEN,"-999",ALACHUA,"12001",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.myflfamilies.com/service-programs/mental-health/state-mental-health-treatment-facilities.shtml,2017/11/09,IMAGERY/OTHER,2024/04/01,https://www.myflfamilies.com/service-programs/mental-health/state-mental-health-treatment-facilities.shtml,MAXIMUM,"193",0.000006490057331,0.009889222178464,"10000424",,,,"7.45000004768372"
"4025","10006170",TREASURE COAST FORENSIC TREATMENT CENTER,96 SW ALLAPATTAH ROAD,INDIANTOWN,FL,"34956","-999",(772) 597-9400,STATE,OPEN,"-999",MARTIN,"12085",USA,"922140",CORRECTIONAL INSTITUTIONS,http://www.correctcarers.com/tcftc/,2017/11/09,IMAGERY/OTHER,2024/04/01,https://wellpathcare.com/treasure-coast-forensic-treatment-center/,CLOSE,"224",0.000002047411726,0.006498561777435,"10006170",,,,"5.69999980926514"
"4067","10006538",FLORIDA STATE HOSPITAL-FORENSIC SERVICE,HIGHWAY 90,CHATTAHOOCHEE,FL,"32324","-999",(850) 663-7536,STATE,OPEN,"-999",GADSDEN,"12039",USA,"922140",CORRECTIONAL INSTITUTIONS,http://www.myflfamilies.com/service-programs/mental-health/forensic-facilities,2017/11/10,IMAGERY/OTHER,2024/04/01,http://www.myflfamilies.com/service-programs/mental-health/forensic-facilities,NOT AVAILABLE,"469",0.000007419931080,0.010554986461110,"10006538",,,,"7.65000009536743"
"102","10001100",IOWA STATE PENITENTIARY,2111 330TH AVENUE,FORT MADISON,IA,"52627","-999",(319) 372-5432,STATE,OPEN,"732",LEE,"19111",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doc-search.iowa.gov/dailystatistics,2024/02/23,IMAGERY/OTHER,2024/02/23,https://doc.iowa.gov/find-facility/iowa-doc-districts-and-facilities/isp,MAXIMUM,"612",0.000020484445486,0.018403012647453,"10001100",PIA024,"727","727","7.30000019073486"
"308","10001614",NORTHEAST CORRECTIONAL CENTER,13698 AIRPORT RD,BOWLING GREEN,MO,"63334","-999",(573) 324-9975,STATE,OPEN,"-999",PIKE,"29163",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doc.mo.gov/facilities/all,2024/03/01,IMAGERY/OTHER,2024/03/01,https://doc.mo.gov/facilities/all,MEDIUM,"-999",0.000021326341994,0.017321205125773,"10001614",PMO022,"1480","1480","7.25"
"451","10004694",IDHS TREATMENT / DETENTION FACILITY,17019 COUNTY FARM RD,RUSHVILLE,IL,"62681","-999",(217) 322-5115,STATE,NOT AVAILABLE,"250",SCHUYLER,"17169",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.dhs.state.il.us/page.aspx?module=12,2019/11/18,UNVERIFIED,2024/08/19,NOT AVAILABLE,MAXIMUM,"-999",0.000008924057283,0.011588832442606,"10004694",,,"250","7.59999990463257"
"693","10001072",WABASH VALLEY CORRECTIONAL FACILITY,6908 S OLD US HWY 41,CARLISLE,IN,"47838","-999",(812) 398-5050,STATE,OPEN,"1272",SULLIVAN,"18153",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.in.gov/idoc/policies-and-statistics/data/statistical-data/total-population-summary-reports/,2023/11/30,IMAGERY/OTHER,2024/02/26,https://www.in.gov/idoc/find-a-facility/adult/wabash-valley-correctional-facility/,MAXIMUM,"2075",0.000028293049581,0.021507446096265,"10001072",PIN037,"2108","2108","8.06666692097982"
"1054","10000694",USP MARION,4500 PRISON ROAD,MARION,IL,"62959","-999",(618) 964-1441,FEDERAL,OPEN,"1124",WILLIAMSON,"17199",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/mar/,2016/02/16,IMAGERY/OTHER,2024/01/19,https://www.bop.gov/locations/institutions/mar/,MEDIUM,"-999",0.000011537918226,0.013657509349850,"10000694",FIL115,"1373","1373","6.5"
"1410","10000683",CENTRALIA CORRECTIONAL CENTER,9330 SHATTUC ROAD,CENTRALIA,IL,"62801","-999",(618) 533-4111,STATE,OPEN,"1281",CLINTON,"17027",USA,"922140",CORRECTIONAL INSTITUTIONS,https://idoc.illinois.gov/facilities/allfacilities.html,2023/06/30,IMAGERY/OTHER,2024/02/26,https://idoc.illinois.gov/facilities/allfacilities/facility.centralia-correctional-center.html,MEDIUM,"1520",0.000022349484425,0.018751808904940,"10000683",PIL002,"1285","1285","8.25"
"1433","10000682",LAWRENCE CORRECTIONAL CENTER,10940 LAWRENCE ROAD,SUMNER,IL,"62466","-999",(618) 936-2064,STATE,OPEN,"677",LAWRENCE,"17101",USA,"922140",CORRECTIONAL INSTITUTIONS,https://idoc.illinois.gov/facilities/allfacilities.html,2023/06/30,IMAGERY/OTHER,2024/02/26,https://idoc.illinois.gov/facilities/correctionalfacilities/facility.lawrence-correctional-center.html,MEDIUM,"1241",0.000013876831645,0.014065781876162,"10000682",PIL026,"2179","2179","8.09999990463257"
"1436","10000676",GREENE COUNTY WORK CAMP,US HIGHWAY 67 SOUTH,ROODHOUSE,IL,"62082","-999",(217) 374-2177,STATE,OPEN,"0",GREENE,"17061",USA,"922140",CORRECTIONAL INSTITUTIONS,https://idoc.illinois.gov/facilities/allfacilities.html,2023/06/30,IMAGERY/OTHER,2024/02/26,https://idoc.illinois.gov/facilities/workcamps/facility.greene-county-work-camp.html,MINIMUM,"200",0.000001877143404,0.005452000331939,"10000676",,,"0","7.80000019073486"
"1472","10000652",SHERIDAN CORRECTIONAL CENTER,4017 EAST 2603 ROAD,SHERIDAN,IL,"60551","-999",(815) 496-2181,STATE,OPEN,"1036",LASALLE,"17099",USA,"922140",CORRECTIONAL INSTITUTIONS,https://idoc.illinois.gov/facilities/allfacilities.html,2023/06/30,IMAGERY/OTHER,2024/02/26,https://idoc.illinois.gov/facilities/correctionalfacilities/facility.sheridan-correctional-center.html,MEDIUM,"2107",0.000035339199940,0.023431244166016,"10000652",PIL046,"1563","1563","7.40000009536743"
"1474","10000678",ROBINSON CORRECTIONAL CENTER,13423 EAST 1150TH AVENUE,ROBINSON,IL,"62454","-999",(618) 546-5659,STATE,OPEN,"933",CRAWFORD,"17033",USA,"922140",CORRECTIONAL INSTITUTIONS,https://idoc.illinois.gov/facilities/allfacilities.html,2023/06/30,IMAGERY/OTHER,2024/02/26,https://idoc.illinois.gov/facilities/correctionalfacilities/facility.robinson-correctional-center.html,MINIMUM,"1202",0.000012809502323,0.014973296187238,"10000678",PIL043,"1192","1192","8.34999990463257"
"1479","10000695",SHAWNEE CORRECTIONAL CENTER,6665 STATE ROUTE 146 EAST,VIENNA,IL,"62995","-999",(618) 658-8331,STATE,OPEN,"1508",JOHNSON,"17087",USA,"922140",CORRECTIONAL INSTITUTIONS,https://idoc.illinois.gov/facilities/allfacilities.html,2023/06/30,IMAGERY/OTHER,2024/02/26,https://idoc.illinois.gov/facilities/correctionalfacilities/facility.shawnee-correctional-center.html,MEDIUM,"1848",0.000013984604266,0.014217794679391,"10000695",PIL045,"1725","1725","6.75"
"1482","10004734",VIENNA CORRECTIONAL CENTER,6695 STATE ROUTE 146 EAST,VIENNA,IL,"62995","-999",(618) 658-8371,STATE,OPEN,"698",JOHNSON,"17087",USA,"922140",CORRECTIONAL INSTITUTIONS,https://idoc.illinois.gov/facilities/allfacilities.html,2023/06/30,IMAGERY/OTHER,2024/02/26,https://idoc.illinois.gov/facilities/correctionalfacilities/facility.vienna-correctional-center.html,MINIMUM,"1072",0.000019877585828,0.018222574963033,"10004734",,,"698","6.75"
"1483","10000665",LOGAN CORRECTIONAL CENTER,1096 1350TH STREET,LINCOLN,IL,"62656","-999",(217) 735-5581,STATE,OPEN,"1070",LOGAN,"17107",USA,"922140",CORRECTIONAL INSTITUTIONS,https://idoc.illinois.gov/facilities/allfacilities.html,2023/06/30,IMAGERY/OTHER,2024/02/26,https://idoc.illinois.gov/facilities/correctionalfacilities/facility.logan-correctional-center.html,MEDIUM,"1397",0.000024252860158,0.020987355639505,"10000665",PIL028,"1665","1665","7.53333330154419"
"1488","10002258",CLAYTON WORK CAMP,306 CORRECTIONAL DRIVE,CLAYTON,IL,"62324","-999",(217) 894-6577,STATE,OPEN,"39",ADAMS,"17001",USA,"922140",CORRECTIONAL INSTITUTIONS,https://idoc.illinois.gov/facilities/allfacilities.html,2023/06/30,IMAGERY/OTHER,2024/02/26,https://idoc.illinois.gov/facilities/workcamps/facility.clayton-work-camp.html,MINIMUM,"150",0.000001564455260,0.005208270101986,"10002258",,,"39","7.59999990463257"
"1497","10000688",PINCKNEYVILLE CORRECTIONAL CENTER,5835 STATE ROUTE 154,PINCKNEYVILLE,IL,"62274","-999",(618) 357-9722,STATE,OPEN,"1858",PERRY,"17145",USA,"922140",CORRECTIONAL INSTITUTIONS,https://idoc.illinois.gov/facilities/allfacilities.html,2023/06/30,IMAGERY/OTHER,2024/02/26,https://idoc.illinois.gov/facilities/correctionalfacilities/facility.pinckneyville-correctional-center.html,MEDIUM,"2827",0.000018510740802,0.017350710342577,"10000688",PIL038,"2285","2285","7.90000009536743"
"1499","10002259",BIG MUDDY RIVER CORRECTIONAL CENTER,251 NORTH ILLINOIS HIGHWAY 37,INA,IL,"62846","-999",(618) 437-5300,STATE,OPEN,"1148",JEFFERSON,"17081",USA,"922140",CORRECTIONAL INSTITUTIONS,https://idoc.illinois.gov/facilities/allfacilities.html,2023/06/30,IMAGERY/OTHER,2024/02/26,https://idoc.illinois.gov/facilities/allfacilities/facility.big-muddy-river-correctional-center.html,MEDIUM,"1961",0.000016266924604,0.016702324484474,"10002259",PIL001,"1195","1195","8.05000007152557"
"1502","10000672",PITTSFIELD WORK CAMP,23540 365TH STREET,PITTSFIELD,IL,"62363","-999",(217) 285-2280,STATE,OPEN,"168",PIKE,"17149",USA,"922140",CORRECTIONAL INSTITUTIONS,https://idoc.illinois.gov/facilities/allfacilities.html,2023/06/30,IMAGERY/OTHER,2024/02/26,https://idoc.illinois.gov/facilities/workcamps/facility.pittsfield-work-camp.html,MINIMUM,"408",0.000003851390147,0.008497686223019,"10000672",,,"168","7.95000028610229"
"1514","10000664",LINCOLN CORRECTIONAL CENTER,1098 1350TH STREET,LINCOLN,IL,"62656","-999",(217) 735-5411,STATE,OPEN,"654",LOGAN,"17107",USA,"922140",CORRECTIONAL INSTITUTIONS,https://idoc.illinois.gov/facilities/allfacilities.html,2023/06/30,IMAGERY/OTHER,2024/02/26,https://idoc.illinois.gov/facilities/correctionalfacilities/facility.lincoln-correctional-center.html,MINIMUM,"919",0.000009155429780,0.011996939797912,"10000664",PIL027,"1003","1003","7.42500007152557"
"1517","10000673",TAYLORVILLE CORRECTIONAL CENTER,1144 ILLINOIS ROUTE 29,TAYLORVILLE,IL,"62568","-999",(217) 824-4004,STATE,OPEN,"1091",CHRISTIAN,"17021",USA,"922140",CORRECTIONAL INSTITUTIONS,https://idoc.illinois.gov/facilities/allfacilities.html,2023/06/30,IMAGERY/OTHER,2024/02/26,https://idoc.illinois.gov/facilities/correctionalfacilities/facility.taylorville-correctional-center.html\,MINIMUM,"1201",0.000011788515849,0.015246954021063,"10000673",PIL051,"1071","1071","7.5"
"1606","10001063",ROCKVILLE CORRECTIONAL FACILITY,811 W 50 N,ROCKVILLE,IN,"47872","-999",(765) 569-3178,STATE,OPEN,"979",PARKE,"18121",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.in.gov/idoc/policies-and-statistics/data/statistical-data/total-population-summary-reports/,2023/11/30,IMAGERY/OTHER,2024/02/26,https://www.in.gov/idoc/find-a-facility/adult/rockville-correctional-facility/,MEDIUM,"1107",0.000012767131466,0.015908371229522,"10001063",PIN030,"1182","1182","8.10000038146973"
"1672","10000633",FCI THOMSON,1100 ONE MILE ROAD,THOMSON,IL,"61285","-999",(815) 259-1000,FEDERAL,OPEN,"1615",CARROLL,"17015",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/tom/,2017/10/03,IMAGERY/OTHER,2024/01/19,https://www.bop.gov/locations/institutions/tom/,MEDIUM,"-999",0.000016434125200,0.015970471638991,"10000633",FIL120,"542","542","8.34999990463257"
"1724","10000689",DU QUOIN STRUCTURED IMPACT PROGRAM (DQSIP),275 AGRILAND ACRES DR,DU QUOIN,IL,"62832","-999",(618) 565-2944,STATE,OPEN,"37",PERRY,"17145",USA,"922140",CORRECTIONAL INSTITUTIONS,https://idoc.illinois.gov/facilities/allfacilities.html,2023/06/30,IMAGERY/OTHER,2024/02/26,https://idoc.illinois.gov/facilities/allfacilities/facility.duquoin-structured-impact-program-dqsip.html,MINIMUM,"200",0.000001428028554,0.004959781828334,"10000689",,,"37","7.90000009536743"
"1728","10006350",DIXON SPRINGS IMPACT INCARCERATION PROGRAM (IIP),979 STATE HWY 146 W,GOLCONDA,IL,"62938","-999",(618) 949-3311,STATE,OPEN,"21",POPE,"17151",USA,"922140",CORRECTIONAL INSTITUTIONS,https://idoc.illinois.gov/facilities/allfacilities.html,2023/06/30,IMAGERY/OTHER,2024/02/26,https://idoc.illinois.gov/facilities/bootcamps/facility.dixon-springs-structured-impact-program-dssip.html,MINIMUM,"285",0.000000849566504,0.003740133877977,"10006350",,,"21","6.19999980926514"
"1741","10006209",MENARD MEDIUM SECURITY UNIT,711 KASKASKIA STREET,MENARD,IL,"62259","-999",(618) 826-5071,STATE,OPEN,"323",RANDOLPH,"17157",USA,"922140",CORRECTIONAL INSTITUTIONS,https://idoc.illinois.gov/facilities/allfacilities.html,2023/06/30,IMAGERY/OTHER,2024/02/26,https://idoc.illinois.gov/facilities/correctionalfacilities/facility.menard-medium-security-unit.html,MEDIUM,"442",0.000003121469945,0.008012896531546,"10006209",,,"323","7.5"
"1820","10006210",PONTIAC MEDIUM SECURITY UNIT,700 WEST LINCOLN STREET,PONTIAC,IL,"61764","-999",(815) 842-2816,STATE,OPEN,"0",LIVINGSTON,"17105",USA,"922140",CORRECTIONAL INSTITUTIONS,https://idoc.illinois.gov/facilities/allfacilities.html,2023/06/30,IMAGERY/OTHER,2024/02/26,https://idoc.illinois.gov/facilities/correctionalfacilities/facility.pontiac-medium-security-unit.html,MEDIUM,"431",0.000006211350410,0.009703629350703,"10006210",PIL040,"1165","1165","7.69999980926514"
"1825","10000667",WESTERN ILLINOIS CORRECTIONAL CENTER,2500 RT 99 SOUTH,MOUNT STERLING,IL,"62353","-999",(217) 773-4441,STATE,OPEN,"1731",BROWN,"17009",USA,"922140",CORRECTIONAL INSTITUTIONS,https://idoc.illinois.gov/facilities/allfacilities.html,2023/06/30,IMAGERY/OTHER,2024/02/26,https://idoc.illinois.gov/facilities/correctionalfacilities/facility.western-illinois-correctional-center.html,MEDIUM,"2123",0.000015794856154,0.017336418670255,"10000667",PIL057,"1543","1543","8.19999980926514"
"2078","10000120",KENTUCKY STATE PENITENTIARY,266 WATER ST,EDDYVILLE,KY,"42038","-999",(270) 388-2211,STATE,OPEN,"856",LYON,"21143",USA,"922140",CORRECTIONAL INSTITUTIONS,https://corrections.ky.gov/facilities/ai/pages/default.aspx,2024/02/27,IMAGERY/OTHER,2024/02/27,https://corrections.ky.gov/Facilities/AI/ksp/Pages/default.aspx,MAXIMUM,"-999",0.000010594958894,0.015413674973664,"10000120",PKY027,"851","851","7.34999990463257"
"2290","10001630",POTOSI CORRECTIONAL CENTER,11593 STATE HWY O,MINERAL POINT,MO,"63660","-999",(573) 438-6000,STATE,OPEN,"-999",WASHINGTON,"29221",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doc.mo.gov/facilities/all,2024/03/01,IMAGERY/OTHER,2024/03/01,https://doc.mo.gov/facilities/all,MAXIMUM,"-999",0.000013417198261,0.015406044210105,"10001630",PMO025,"935","935","6"
"2550","10000121",WESTERN KENTUCKY CORRECTIONAL COMPLEX,374 NEW BETHEL CHURCH RD,FREDONIA,KY,"42411","-999",(270) 388-9781,STATE,OPEN,"693",LYON,"21143",USA,"922140",CORRECTIONAL INSTITUTIONS,https://corrections.ky.gov/facilities/ai/pages/default.aspx,2024/02/27,IMAGERY/OTHER,2024/02/27,https://corrections.ky.gov/Facilities/AI/wkcc/Pages/default.aspx,MEDIUM,"693",0.000009157130762,0.014326626199101,"10000121",PKY051,"677","677","6.95000004768372"
"3091","10004732",USP MARION CAMP,4500 PRISON ROAD,MARION,IL,"62959","-999",(618) 964-1441,FEDERAL,OPEN,"194",WILLIAMSON,"17199",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/mar/,2016/02/16,IMAGERY/OTHER,2024/01/19,https://www.bop.gov/locations/institutions/mar/,MINIMUM,"-999",0.000000659739271,0.004112183807825,"10004732",,,"194","6.59999990463257"
"3115","10006508",FCI THOMSON CAMP,1100 ONE MILE ROAD,THOMSON,IL,"61285","-999",(815) 259-1000,FEDERAL,OPEN,"135",CARROLL,"17015",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/tom/,2016/02/16,IMAGERY/OTHER,2024/01/19,https://www.bop.gov/locations/institutions/tom/,MINIMUM,"-999",0.000000620446826,0.003048710514938,"10006508",,,"135","8.30000019073486"
"3195","10001615","WOMEN'S EASTERN RECEPTION, DIAGNOSTIC / CORRECTIONAL CENTER",1101 E HWY 54,VANDALIA,MO,"63382","-999",(573) 594-6686,STATE,OPEN,"-999",AUDRAIN,"29007",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doc.mo.gov/facilities/all,2024/03/01,IMAGERY/OTHER,2024/03/01,https://doc.mo.gov/facilities/all,MAXIMUM,"-999",0.000016044099993,0.017106552240716,"10001615",PMO036,"1279","1279","7.59999990463257"
"1238","10001318",MCF - TOGO,62741 COUNTY ROAD 551,TOGO,MN,"55723","-999",(218) 376-7878,STATE,OPEN,"60",ITASCA,"27061",USA,"922140",CORRECTIONAL INSTITUTIONS,https://mn.gov/doc/data-publications/statistics/stats/,2023/07/31,IMAGERY/OTHER,2024/02/29,https://mn.gov/doc/facilities/togo/,MINIMUM,"90",0.000006579448836,0.017041216023168,"10001318",PMN015,"60","60","3.79999995231628"
"1944","10001319",MINNESOTA SEX OFFENDER PROGRAM - MOOSE LAKE,1111 HIGHWAY 73,MOOSE LAKE,MN,"55767","-999",(218) 565-6000,STATE,OPEN,"-999",CARLTON,"27017",USA,"922140",CORRECTIONAL INSTITUTIONS,https://mn.gov/dhs/people-we-serve/adults/services/sex-offender-treatment/site-locations.jsp,2024/02/29,IMAGERY/OTHER,2024/02/29,https://mn.gov/dhs/people-we-serve/adults/services/sex-offender-treatment/site-locations.jsp,NOT AVAILABLE,"550",0.000014367972199,0.016386546115117,"10001319",PMN008,"1061","1061","4.5"
"2518","10002556",BLACK RIVER CORRECTIONAL CENTER,W6898 E STAFFON RD,BLACK RIVER FALLS,WI,"54615","6426",(715) 333-5681,STATE,OPEN,"130",JACKSON,"55053",USA,"922140",CORRECTIONAL INSTITUTIONS,https://doc.wi.gov/DataResearch/WeeklyPopulationReports/02212020.pdf,2018/01/12,IMAGERY/OTHER,2024/05/23,https://doc.wi.gov/Pages/OffenderInformation/AdultInstitutions/BlackRiverCorrectionalCenter.aspx,MINIMUM,"118",0.000000333625167,0.004097994872898,"10002556",PWI009,"136","136","6.19999980926514"
"3055","10001320",FCI SANDSTONE,2300 COUNTY ROAD 29,SANDSTONE,MN,"55072","-999",(320) 245-2262,FEDERAL,OPEN,"1113",PINE,"27115",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/sst/,2016/02/16,IMAGERY/OTHER,2024/01/19,https://www.bop.gov/locations/institutions/sst/,MINIMUM,"-999",0.000010759518318,0.016303221546035,"10001320",FMN174,"1084","1084","4.69999980926514"
"3129","10000994",FCI OXFORD,COUNTY RD G & ELK AVE,OXFORD,WI,"53952","-999",(608) 584-5511,FEDERAL,OPEN,"1041",ADAMS,"55001",USA,"922140",CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/oxf/,2024/03/04,IMAGERY/OTHER,2024/03/04,https://www.bop.gov/locations/institutions/oxf/,MINIMUM,"-999",0.000030695145824,0.023928884297711,"10000994",FWI349,"978","978","6.30000019073486"
